# Strom: 0.07 A
# Magnetfeld: 7 mT
# Schnitt bei (500,400)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1463
2;1786
3;2109
4;2300
5;2492
6;2313
7;2135
8;1830
9;1525
10;1255
11;986
12;848
13;711
14;639
15;567
16;509
17;451
18;442
19;433
20;404
21;376
22;374
23;373
24;362
25;351
26;347
27;344
28;342
29;340
30;347
31;354
32;360
33;367
34;381
35;396
36;433
37;471
38;506
39;542
40;589
41;637
42;804
43;972
44;1245
45;1518
46;1903
47;2289
48;2395
49;2502
50;2377
51;2253
52;1905
53;1558
54;1309
55;1061
56;887
57;713
58;651
59;589
60;532
61;476
62;449
63;422
64;403
65;384
66;374
67;365
68;361
69;358
70;361
71;364
72;358
73;353
74;361
75;369
76;357
77;345
78;361
79;378
80;391
81;405
82;414
83;424
84;451
85;478
86;519
87;560
88;668
89;777
90;921
91;1066
92;1404
93;1743
94;2147
95;2552
96;2596
97;2641
98;2419
99;2198
100;1838
101;1479
102;1264
103;1050
104;909
105;769
106;673
107;578
108;515
109;453
110;437
111;422
112;403
113;385
114;381
115;378
116;367
117;356
118;359
119;362
120;351
121;340
122;350
123;360
124;358
125;356
126;347
127;338
128;348
129;358
130;369
131;380
132;390
133;400
134;424
135;449
136;485
137;522
138;569
139;617
140;727
141;837
142;1092
143;1348
144;1662
145;1976
146;2315
147;2655
148;2683
149;2712
150;2464
151;2217
152;1903
153;1590
154;1338
155;1086
156;927
157;769
158;687
159;606
160;548
161;491
162;473
163;455
164;440
165;425
166;399
167;373
168;372
169;371
170;364
171;358
172;341
173;324
174;334
175;344
176;338
177;333
178;342
179;351
180;359
181;367
182;362
183;358
184;359
185;360
186;365
187;371
188;398
189;425
190;440
191;455
192;481
193;507
194;565
195;624
196;688
197;753
198;909
199;1066
200;1353
201;1640
202;1989
203;2339
204;2639
205;2939
206;2875
207;2812
208;2491
209;2171
210;1904
211;1638
212;1402
213;1166
214;1001
215;837
216;756
217;675
218;622
219;569
220;530
221;491
222;471
223;451
224;435
225;420
226;415
227;411
228;403
229;396
230;381
231;367
232;379
233;391
234;375
235;360
236;358
237;356
238;355
239;354
240;362
241;371
242;361
243;351
244;357
245;364
246;381
247;398
248;395
249;393
250;402
251;411
252;417
253;424
254;449
255;475
256;500
257;526
258;563
259;600
260;675
261;751
262;847
263;944
264;1147
265;1350
266;1651
267;1953
268;2344
269;2735
270;2900
271;3065
272;2935
273;2806
274;2538
275;2271
276;1996
277;1722
278;1492
279;1263
280;1153
281;1043
282;887
283;731
284;676
285;622
286;580
287;538
288;517
289;496
290;470
291;444
292;424
293;404
294;416
295;429
296;420
297;411
298;387
299;364
300;365
301;367
302;354
303;342
304;353
305;364
306;360
307;356
308;350
309;345
310;352
311;360
312;364
313;369
314;359
315;349
316;366
317;384
318;377
319;371
320;387
321;404
322;396
323;389
324;399
325;409
326;414
327;420
328;444
329;469
330;490
331;511
332;535
333;560
334;582
335;604
336;679
337;755
338;830
339;906
340;1038
341;1170
342;1344
343;1519
344;1825
345;2131
346;2434
347;2737
348;2946
349;3156
350;3098
351;3041
352;2822
353;2604
354;2401
355;2198
356;1935
357;1672
358;1502
359;1332
360;1157
361;982
362;901
363;820
364;761
365;702
366;665
367;629
368;596
369;564
370;549
371;535
372;504
373;473
374;455
375;438
376;435
377;433
378;424
379;415
380;392
381;369
382;360
383;351
384;358
385;365
386;356
387;347
388;356
389;365
390;364
391;364
392;364
393;365
394;348
395;331
396;337
397;344
398;347
399;351
400;352
401;353
402;343
403;333
404;347
405;362
406;354
407;347
408;357
409;367
410;370
411;374
412;383
413;393
414;382
415;371
416;392
417;413
418;411
419;409
420;419
421;429
422;432
423;435
424;438
425;442
426;465
427;489
428;516
429;544
430;561
431;578
432;591
433;604
434;641
435;678
436;732
437;786
438;861
439;937
440;1046
441;1155
442;1242
443;1330
444;1509
445;1689
446;1923
447;2158
448;2343
449;2528
450;2756
451;2985
452;3071
453;3158
454;3159
455;3160
456;3058
457;2956
458;2789
459;2623
460;2463
461;2304
462;2117
463;1931
464;1823
465;1716
466;1559
467;1403
468;1301
469;1199
470;1105
471;1012
472;964
473;917
474;854
475;791
476;739
477;688
478;671
479;655
480;626
481;598
482;586
483;575
484;559
485;544
486;519
487;495
488;481
489;467
490;463
491;460
492;455
493;451
494;438
495;425
496;432
497;440
498;423
499;407
500;388
501;369
502;376
503;384
504;388
505;393
506;385
507;378
508;361
509;345
510;370
511;396
512;377
513;358
514;360
515;362
516;361
517;360
518;364
519;369
520;363
521;358
522;353
523;349
524;361
525;374
526;374
527;374
528;368
529;362
530;370
531;378
532;363
533;349
534;365
535;382
536;370
537;358
538;361
539;364
540;354
541;344
542;350
543;356
544;355
545;354
546;365
547;376
548;374
549;373
550;371
551;369
552;372
553;376
554;375
555;374
556;380
557;387
558;387
559;387
560;380
561;374
562;375
563;376
564;387
565;398
566;403
567;409
568;395
569;382
570;382
571;382
572;381
573;380
574;401
575;422
576;417
577;413
578;419
579;425
580;428
581;431
582;426
583;422
584;432
585;442
586;443
587;445
588;448
589;451
590;447
591;444
592;467
593;491
594;485
595;480
596;479
597;478
598;472
599;467
600;480
601;493
602;501
603;509
604;516
605;524
606;519
607;515
608;531
609;547
610;564
611;582
612;564
613;546
614;552
615;558
616;574
617;591
618;598
619;606
620;606
621;607
622;639
623;671
624;674
625;678
626;682
627;686
628;698
629;711
630;701
631;691
632;700
633;709
634;713
635;717
636;735
637;753
638;753
639;753
640;783
641;813
642;816
643;819
644;855
645;891
646;865
647;840
648;833
649;826
650;870
651;915
652;895
653;875
654;913
655;952
656;932
657;913
658;922
659;932
660;935
661;939
662;970
663;1001
664;997
665;993
666;1003
667;1013
668;1029
669;1046
