# Strom: 0.09 A
# Magnetfeld: 8 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;373
2;373
3;373
4;370
5;368
6;373
7;379
8;378
9;378
10;377
11;376
12;381
13;385
14;391
15;397
16;394
17;390
18;403
19;417
20;435
21;453
22;469
23;484
24;494
25;504
26;546
27;587
28;625
29;664
30;754
31;845
32;964
33;1084
34;1334
35;1584
36;1959
37;2335
38;2799
39;3263
40;3406
41;3550
42;3287
43;3025
44;2560
45;2095
46;1728
47;1361
48;1169
49;978
50;874
51;771
52;697
53;624
54;597
55;570
56;534
57;498
58;487
59;476
60;469
61;463
62;450
63;438
64;432
65;426
66;416
67;405
68;401
69;396
70;378
71;359
72;359
73;358
74;358
75;358
76;369
77;380
78;365
79;350
80;357
81;364
82;359
83;355
84;349
85;343
86;351
87;360
88;370
89;381
90;371
91;361
92;384
93;407
94;425
95;443
96;435
97;426
98;464
99;502
100;507
101;512
102;544
103;576
104;631
105;686
106;753
107;821
108;920
109;1019
110;1199
111;1378
112;1640
113;1903
114;2272
115;2642
116;2992
117;3341
118;3412
119;3482
120;3248
121;3014
122;2660
123;2306
124;2011
125;1716
126;1492
127;1268
128;1125
129;982
130;873
131;764
132;716
133;668
134;634
135;601
136;588
137;576
138;564
139;552
140;524
141;496
142;497
143;499
144;477
145;455
146;443
147;431
148;433
149;435
150;430
151;424
152;421
153;418
154;422
155;426
156;412
157;399
158;400
159;402
160;403
161;405
162;397
163;390
164;384
165;379
166;385
167;391
168;388
169;385
170;394
171;404
172;401
173;399
174;401
175;403
176;387
177;372
178;393
179;415
180;416
181;417
182;428
183;440
184;446
185;452
186;456
187;459
188;463
189;467
190;468
191;469
192;495
193;521
194;544
195;566
196;573
197;581
198;626
199;672
200;681
201;690
202;744
203;798
204;868
205;939
206;1009
207;1079
208;1200
209;1322
210;1504
211;1686
212;1903
213;2120
214;2387
215;2654
216;2938
217;3223
218;3419
219;3615
220;3664
221;3713
222;3564
223;3415
224;3148
225;2882
226;2634
227;2386
228;2142
229;1899
230;1700
231;1501
232;1383
233;1264
234;1157
235;1050
236;987
237;924
238;866
239;809
240;778
241;747
242;712
243;676
244;662
245;647
246;607
247;567
248;561
249;555
250;538
251;522
252;523
253;525
254;509
255;493
256;490
257;487
258;484
259;482
260;471
261;461
262;454
263;448
264;449
265;451
266;440
267;429
268;427
269;425
270;422
271;419
272;419
273;419
274;401
275;384
276;391
277;398
278;395
279;392
280;393
281;394
282;390
283;387
284;379
285;372
286;381
287;390
288;382
289;374
290;365
291;357
292;365
293;373
294;385
295;396
296;385
297;374
298;378
299;383
300;375
301;367
302;389
303;411
304;403
305;396
306;402
307;408
308;407
309;407
310;397
311;387
312;396
313;405
314;395
315;385
316;395
317;404
318;401
319;399
320;415
321;432
322;421
323;410
324;421
325;432
326;434
327;437
328;442
329;447
330;456
331;465
332;460
333;456
334;466
335;477
336;483
337;490
338;490
339;491
340;488
341;486
342;486
343;487
344;496
345;506
346;520
347;534
348;528
349;522
350;524
351;526
352;542
353;558
354;554
355;551
356;572
357;594
358;589
359;584
360;594
361;604
362;617
363;629
364;626
365;624
366;646
367;669
368;674
369;679
370;693
371;708
372;717
373;726
374;740
375;753
376;766
377;779
378;779
379;779
380;804
381;828
382;834
383;840
384;880
385;921
386;934
387;947
388;974
389;1002
390;1000
391;998
392;1034
393;1071
394;1102
395;1133
396;1148
397;1163
398;1182
399;1201
400;1239
401;1276
402;1292
403;1308
404;1357
405;1406
406;1436
407;1467
408;1487
409;1508
410;1534
411;1559
412;1596
413;1633
414;1677
415;1722
416;1764
417;1806
418;1835
419;1864
420;1909
421;1954
422;1993
423;2032
424;2056
425;2081
426;2114
427;2147
428;2202
429;2257
430;2301
431;2346
432;2342
433;2338
434;2395
435;2451
436;2465
437;2478
438;2481
439;2483
440;2511
441;2538
442;2563
443;2588
444;2624
445;2661
446;2698
447;2735
448;2706
449;2676
450;2725
451;2774
452;2759
453;2744
454;2766
455;2789
456;2777
457;2765
458;2765
459;2765
460;2777
461;2789
462;2818
463;2847
464;2801
465;2756
466;2751
467;2747
468;2772
469;2797
470;2767
471;2738
472;2732
473;2726
474;2704
475;2683
476;2667
477;2651
478;2647
479;2643
480;2636
481;2630
482;2590
483;2550
484;2539
485;2528
486;2489
487;2451
488;2438
489;2424
490;2399
491;2374
492;2330
493;2287
494;2234
495;2182
496;2182
497;2182
498;2107
499;2033
500;2007
501;1981
502;1920
503;1860
504;1834
505;1808
506;1760
507;1712
508;1701
509;1690
510;1638
511;1587
512;1547
513;1508
514;1470
515;1433
516;1400
517;1367
518;1324
519;1281
520;1242
521;1204
522;1173
523;1143
524;1132
525;1122
526;1093
527;1063
528;1044
529;1026
530;999
531;973
532;954
533;935
534;915
535;896
536;870
537;844
538;828
539;812
540;791
541;771
542;757
543;743
544;735
545;727
546;718
547;709
548;684
549;659
550;666
551;674
552;644
553;614
554;604
555;595
556;588
557;582
558;597
559;612
560;581
561;551
562;541
563;532
564;525
565;518
566;511
567;504
568;494
569;484
570;497
571;510
572;502
573;494
574;477
575;461
576;456
577;451
578;450
579;450
580;453
581;457
582;456
583;455
584;445
585;435
586;433
587;431
588;423
589;416
590;418
591;420
592;431
593;443
594;434
595;426
596;417
597;409
598;420
599;431
600;420
601;409
602;400
603;391
604;394
605;397
606;397
607;398
608;395
609;393
610;388
611;383
612;389
613;396
614;393
615;391
616;397
617;404
618;397
619;391
620;392
621;394
622;395
623;396
624;401
625;407
626;407
627;406
628;404
629;401
630;397
631;393
632;395
633;396
634;393
635;391
636;392
637;394
638;404
639;415
640;417
641;419
642;425
643;431
644;430
645;430
646;433
647;437
648;432
649;428
650;430
651;433
652;445
653;457
654;463
655;468
656;480
657;493
658;483
659;474
660;491
661;508
662;514
663;520
664;521
665;523
666;537
667;551
668;567
669;583
670;591
671;599
672;611
673;623
674;652
675;681
676;709
677;737
678;788
679;839
680;887
681;936
682;997
683;1058
684;1159
685;1260
686;1384
687;1508
688;1671
689;1835
690;2075
691;2315
692;2596
693;2876
694;3057
695;3237
696;3354
697;3471
698;3391
699;3312
700;3098
701;2884
702;2578
703;2272
704;2030
705;1789
706;1616
707;1443
708;1304
709;1165
710;1055
711;946
712;872
713;799
714;745
715;690
716;665
717;640
718;617
719;595
720;590
721;585
722;554
723;523
724;513
725;504
726;481
727;457
728;458
729;459
730;447
731;434
732;436
733;438
734;437
735;437
736;430
737;422
738;411
739;401
740;397
741;394
742;392
743;391
744;392
745;393
746;383
747;373
748;374
749;375
750;381
751;388
752;383
753;378
754;385
755;392
756;390
757;389
758;380
759;372
760;377
761;382
762;387
763;393
764;386
765;380
766;387
767;395
768;404
769;413
770;422
771;432
772;433
773;434
774;446
775;459
776;472
777;485
778;482
779;478
780;514
781;551
782;574
783;597
784;632
785;668
786;706
787;744
788;839
789;934
790;1063
791;1193
792;1416
793;1639
794;1948
795;2257
796;2559
797;2862
798;2930
799;2998
800;2826
801;2654
802;2338
803;2023
804;1737
805;1451
806;1271
807;1092
808;960
809;827
810;758
811;689
812;660
813;631
814;589
815;548
816;529
817;510
818;494
819;478
820;465
821;452
822;440
823;428
824;429
825;431
826;423
827;415
828;407
829;400
830;402
831;405
832;395
833;385
834;388
835;390
836;391
837;392
838;395
839;397
840;403
841;410
842;394
843;379
844;392
845;405
846;403
847;402
848;407
849;412
850;412
851;412
852;408
853;404
854;417
855;431
856;449
857;468
858;473
859;479
860;510
861;542
862;558
863;574
864;634
865;694
866;779
867;865
868;991
869;1117
870;1379
871;1641
872;1997
873;2352
874;2619
875;2885
876;2833
877;2781
878;2448
879;2115
880;1764
881;1412
882;1208
883;1004
884;883
885;763
886;693
887;623
888;586
889;550
890;517
891;484
892;465
893;447
894;433
895;420
896;410
897;401
898;387
899;374
900;380
901;386
902;383
903;380
904;375
905;371
906;374
907;377
908;365
909;353
910;355
911;356
912;361
913;367
914;371
915;375
916;375
917;374
918;374
