# Strom: -1.14 A
# Magnetfeld: -106 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;533
2;554
3;576
4;549
5;522
6;534
7;546
8;535
9;525
10;523
11;522
12;532
13;543
14;538
15;534
16;556
17;578
18;589
19;601
20;628
21;655
22;690
23;726
24;786
25;847
26;915
27;984
28;1132
29;1280
30;1517
31;1754
32;2116
33;2479
34;2798
35;3118
36;3219
37;3320
38;3208
39;3096
40;3110
41;3124
42;3182
43;3241
44;3244
45;3247
46;3003
47;2760
48;2392
49;2024
50;1729
51;1435
52;1283
53;1132
54;1026
55;920
56;849
57;778
58;752
59;727
60;702
61;677
62;660
63;644
64;638
65;632
66;602
67;573
68;576
69;580
70;563
71;547
72;546
73;545
74;529
75;513
76;518
77;523
78;528
79;534
80;528
81;522
82;519
83;515
84;542
85;568
86;564
87;561
88;573
89;585
90;587
91;590
92;608
93;626
94;644
95;662
96;688
97;714
98;765
99;817
100;872
101;927
102;1020
103;1114
104;1267
105;1420
106;1633
107;1847
108;2176
109;2505
110;2800
111;3095
112;3260
113;3425
114;3409
115;3394
116;3315
117;3236
118;3218
119;3200
120;3262
121;3324
122;3383
123;3442
124;3359
125;3275
126;2976
127;2676
128;2381
129;2085
130;1839
131;1592
132;1436
133;1280
134;1185
135;1090
136;1003
137;917
138;876
139;835
140;802
141;770
142;737
143;705
144;690
145;675
146;664
147;653
148;650
149;648
150;626
151;604
152;596
153;588
154;580
155;572
156;564
157;556
158;549
159;542
160;540
161;538
162;538
163;539
164;535
165;532
166;528
167;524
168;522
169;521
170;543
171;566
172;557
173;548
174;538
175;527
176;555
177;583
178;579
179;576
180;586
181;596
182;603
183;610
184;619
185;628
186;644
187;659
188;683
189;707
190;735
191;763
192;785
193;807
194;852
195;897
196;943
197;989
198;1047
199;1106
200;1210
201;1315
202;1452
203;1589
204;1770
205;1951
206;2212
207;2474
208;2694
209;2914
210;3065
211;3217
212;3329
213;3441
214;3387
215;3334
216;3317
217;3300
218;3221
219;3142
220;3156
221;3170
222;3211
223;3252
224;3305
225;3358
226;3378
227;3398
228;3351
229;3304
230;3205
231;3107
232;2878
233;2650
234;2480
235;2310
236;2101
237;1893
238;1742
239;1592
240;1484
241;1377
242;1288
243;1199
244;1149
245;1100
246;1063
247;1026
248;966
249;906
250;882
251;858
252;833
253;809
254;781
255;753
256;732
257;711
258;714
259;717
260;711
261;706
262;700
263;695
264;666
265;637
266;641
267;646
268;639
269;633
270;623
271;614
272;600
273;586
274;585
275;584
276;567
277;550
278;544
279;537
280;552
281;566
282;566
283;565
284;556
285;547
286;549
287;551
288;559
289;568
290;561
291;555
292;549
293;544
294;539
295;535
296;549
297;563
298;566
299;569
300;553
301;538
302;551
303;565
304;564
305;563
306;582
307;601
308;584
309;567
310;584
311;601
312;589
313;578
314;590
315;603
316;593
317;584
318;604
319;625
320;625
321;626
322;620
323;614
324;612
325;610
326;624
327;637
328;636
329;635
330;641
331;647
332;657
333;667
334;671
335;675
336;683
337;691
338;694
339;697
340;711
341;725
342;717
343;710
344;733
345;757
346;782
347;807
348;813
349;818
350;812
351;806
352;835
353;864
354;874
355;883
356;908
357;934
358;927
359;920
360;953
361;986
362;1008
363;1031
364;1045
365;1059
366;1092
367;1125
368;1152
369;1179
370;1215
371;1251
372;1282
373;1313
374;1344
375;1376
376;1411
377;1446
378;1507
379;1568
380;1617
381;1667
382;1719
383;1772
384;1804
385;1836
386;1929
387;2022
388;2068
389;2114
390;2199
391;2285
392;2310
393;2335
394;2390
395;2445
396;2545
397;2646
398;2684
399;2722
400;2799
401;2876
402;2958
403;3040
404;3052
405;3064
406;3134
407;3205
408;3210
409;3216
410;3261
411;3306
412;3344
413;3383
414;3380
415;3378
416;3378
417;3378
418;3403
419;3429
420;3470
421;3511
422;3514
423;3517
424;3496
425;3476
426;3456
427;3437
428;3464
429;3492
430;3476
431;3461
432;3475
433;3489
434;3487
435;3485
436;3460
437;3435
438;3460
439;3485
440;3479
441;3472
442;3453
443;3433
444;3378
445;3323
