# Strom: 0.07 A
# Magnetfeld: 6 mT
# Schnitt bei (500,400)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;633
2;693
3;753
4;916
5;1079
6;1297
7;1516
8;1882
9;2248
10;2481
11;2714
12;2658
13;2603
14;2369
15;2135
16;1889
17;1643
18;1477
19;1312
20;1199
21;1086
22;947
23;808
24;745
25;682
26;608
27;535
28;515
29;496
30;470
31;444
32;424
33;404
34;400
35;396
36;389
37;382
38;385
39;389
40;367
41;345
42;355
43;365
44;355
45;345
46;358
47;371
48;378
49;385
50;361
51;338
52;356
53;374
54;387
55;400
56;381
57;362
58;365
59;369
60;382
61;395
62;417
63;440
64;443
65;447
66;474
67;502
68;533
69;564
70;600
71;637
72;716
73;795
74;887
75;979
76;1184
77;1390
78;1647
79;1904
80;2261
81;2619
82;2753
83;2888
84;2801
85;2715
86;2500
87;2286
88;2087
89;1889
90;1729
91;1570
92;1383
93;1197
94;1110
95;1023
96;901
97;779
98;699
99;620
100;582
101;544
102;533
103;522
104;507
105;493
106;482
107;471
108;430
109;389
110;396
111;404
112;384
113;365
114;366
115;367
116;357
117;347
118;356
119;365
120;364
121;364
122;350
123;336
124;336
125;336
126;347
127;358
128;341
129;325
130;329
131;334
132;337
133;340
134;345
135;351
136;376
137;402
138;390
139;378
140;381
141;384
142;394
143;405
144;401
145;398
146;405
147;413
148;438
149;464
150;465
151;467
152;495
153;524
154;533
155;542
156;590
157;638
158;694
159;751
160;826
161;902
162;995
163;1088
164;1281
165;1474
166;1689
167;1905
168;2171
169;2437
170;2619
171;2801
172;2852
173;2903
174;2797
175;2692
176;2500
177;2308
178;2121
179;1934
180;1812
181;1691
182;1575
183;1459
184;1319
185;1179
186;1074
187;970
188;910
189;851
190;758
191;666
192;636
193;607
194;578
195;549
196;522
197;495
198;493
199;491
200;476
201;462
202;447
203;433
204;424
205;416
206;410
207;405
208;394
209;384
210;373
211;362
212;373
213;385
214;370
215;356
216;365
217;374
218;348
219;322
220;338
221;354
222;356
223;358
224;351
225;345
226;337
227;329
228;333
229;338
230;346
231;354
232;346
233;338
234;338
235;338
236;337
237;336
238;342
239;349
240;346
241;344
242;344
243;345
244;349
245;353
246;358
247;364
248;373
249;382
250;377
251;373
252;393
253;413
254;406
255;400
256;393
257;387
258;401
259;415
260;410
261;405
262;419
263;433
264;426
265;420
266;439
267;458
268;473
269;489
270;501
271;513
272;531
273;549
274;541
275;533
276;558
277;584
278;596
279;609
280;651
281;693
282;734
283;775
284;791
285;808
286;880
287;953
288;993
289;1033
290;1125
291;1217
292;1303
293;1390
294;1507
295;1625
296;1784
297;1944
298;2066
299;2188
300;2345
301;2502
302;2628
303;2754
304;2819
305;2885
306;2924
307;2963
308;2954
309;2945
310;2895
311;2846
312;2729
313;2613
314;2536
315;2459
316;2377
317;2295
318;2218
319;2142
320;2032
321;1922
322;1852
323;1783
324;1701
325;1620
326;1531
327;1443
328;1383
329;1323
330;1270
331;1217
332;1166
333;1115
334;1065
335;1015
336;976
337;937
338;897
339;857
340;823
341;790
342;752
343;715
344;704
345;693
346;686
347;680
348;673
349;666
350;636
351;606
352;588
353;571
354;560
355;549
356;541
357;533
358;524
359;515
360;513
361;511
362;503
363;495
364;494
365;493
366;485
367;478
368;478
369;478
370;467
371;456
372;446
373;436
374;443
375;451
376;442
377;433
378;431
379;429
380;447
381;466
382;440
383;415
384;401
385;387
386;396
387;405
388;415
389;425
390;418
391;411
392;396
393;382
394;403
395;424
396;409
397;395
398;403
399;411
400;400
401;389
402;384
403;380
404;400
405;420
406;398
407;376
408;373
409;371
410;388
411;405
412;395
413;385
414;390
415;395
416;373
417;351
418;359
419;367
420;362
421;358
422;370
423;382
424;385
425;389
426;380
427;371
428;366
429;362
430;359
431;356
432;352
433;349
434;354
435;360
436;362
437;364
438;374
439;385
440;379
441;374
442;384
443;395
444;372
445;349
446;356
447;364
448;359
449;354
450;366
451;378
452;378
453;378
454;365
455;353
456;356
457;360
458;362
459;364
460;377
461;391
462;381
463;371
464;362
465;353
466;357
467;362
468;353
469;345
470;350
471;356
472;367
473;378
474;371
475;364
476;374
477;384
478;374
479;365
480;361
481;358
482;352
483;347
484;357
485;367
486;361
487;356
488;373
489;391
490;380
491;369
492;361
493;353
494;366
495;380
496;372
497;365
498;356
499;347
500;362
501;378
502;370
503;362
504;363
505;365
506;374
507;384
508;378
509;373
510;374
511;376
512;394
513;413
514;394
515;376
516;375
517;374
518;393
519;413
520;412
521;411
522;404
523;398
524;395
525;393
526;404
527;416
528;417
529;418
530;420
531;422
532;421
533;420
534;432
535;444
536;443
537;442
538;460
539;478
540;452
541;427
542;440
543;453
544;456
545;460
546;456
547;453
548;460
549;467
550;489
551;511
552;503
553;496
554;518
555;540
556;536
557;533
558;530
559;527
560;561
561;595
562;602
563;609
564;603
565;597
566;630
567;664
568;666
569;669
570;677
571;686
572;708
573;731
574;749
575;768
576;807
577;846
578;907
579;968
580;990
581;1012
582;1049
583;1086
584;1121
585;1157
586;1243
587;1330
588;1397
589;1465
590;1582
591;1700
592;1772
593;1845
594;1927
595;2009
596;2119
597;2229
598;2335
599;2442
600;2502
601;2563
602;2680
603;2797
604;2869
605;2941
606;2938
607;2936
608;2963
609;2990
610;2915
611;2841
612;2737
613;2633
614;2536
615;2439
616;2312
617;2186
618;2069
619;1953
620;1787
621;1621
622;1489
623;1357
624;1271
625;1185
626;1107
627;1030
628;960
629;890
630;856
631;822
632;763
633;704
634;688
635;673
636;625
637;578
638;591
639;604
640;573
641;542
642;514
643;487
644;479
645;471
646;472
647;473
648;461
649;449
650;441
651;433
652;432
653;431
654;408
655;385
656;390
657;395
658;395
659;396
660;381
661;367
662;363
663;360
664;362
665;364
666;354
667;345
668;345
669;345
670;355
671;365
672;362
673;360
674;362
675;364
676;362
677;360
678;354
679;349
680;352
681;356
682;352
683;349
684;343
685;338
686;333
687;329
688;335
689;342
690;342
691;342
692;358
693;374
694;369
695;364
696;360
697;356
698;362
699;369
700;369
701;369
702;375
703;382
704;376
705;371
706;369
707;367
708;377
709;387
710;411
711;436
712;434
713;433
714;455
715;478
716;475
717;473
718;508
719;544
720;558
721;573
722;611
723;649
724;656
725;664
726;719
727;775
728;885
729;995
730;1089
731;1183
732;1269
733;1356
734;1541
735;1727
736;1901
737;2076
738;2239
739;2402
740;2537
741;2672
742;2737
743;2803
744;2738
745;2674
746;2457
747;2240
748;1989
749;1738
750;1563
751;1388
752;1210
753;1032
754;932
755;833
756;783
757;733
758;684
759;635
760;586
761;538
762;519
763;500
764;473
765;447
766;436
767;425
768;429
769;433
770;408
771;384
772;387
773;391
774;376
775;362
776;370
777;378
778;376
779;374
780;362
781;351
782;349
783;347
784;369
785;391
786;373
787;356
788;339
789;322
790;335
791;349
792;356
793;364
794;359
795;354
796;350
797;347
798;360
799;374
800;382
801;391
802;393
803;396
804;410
805;425
806;423
807;422
808;433
809;444
810;443
811;442
812;498
813;555
814;598
815;642
816;675
817;708
818;789
819;871
820;967
821;1063
822;1135
823;1208
824;1329
825;1450
826;1627
827;1805
828;2010
829;2215
830;2362
831;2510
832;2510
833;2510
834;2283
835;2056
836;1757
837;1458
838;1277
839;1097
840;958
841;819
842;737
843;655
844;608
845;562
846;520
847;478
848;459
849;440
850;432
851;424
852;420
853;416
854;390
855;365
856;375
857;385
858;364
859;344
860;345
861;347
862;354
863;362
864;361
865;360
866;351
867;342
868;351
869;360
870;363
871;367
872;375
873;384
874;391
875;398
876;380
877;362
878;373
879;384
880;408
881;433
882;445
883;458
884;507
885;557
886;584
887;611
888;663
889;715
890;801
891;888
892;920
893;952
894;1045
895;1139
896;1263
897;1388
898;1560
899;1732
900;1902
901;2073
902;2226
903;2379
904;2241
905;2104
906;1859
907;1614
908;1339
909;1064
910;919
911;775
912;707
913;640
914;587
915;535
916;512
917;489
918;489
