# Strom: -8.90 A
# Magnetfeld: -596 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;715
2;666
3;618
4;580
5;542
6;548
7;555
8;595
9;635
10;727
11;819
12;1027
13;1235
14;1485
15;1736
16;1847
17;1958
18;1805
19;1652
20;1406
21;1161
22;1155
23;1150
24;1321
25;1492
26;1682
27;1873
28;1895
29;1918
30;1686
31;1454
32;1167
33;881
34;789
35;697
36;626
37;555
38;552
39;549
40;583
41;617
42;683
43;749
44;733
45;717
46;666
47;615
48;563
49;511
50;531
51;551
52;588
53;626
54;686
55;746
56;880
57;1015
58;1251
59;1487
60;1753
61;2020
62;1991
63;1962
64;1717
65;1472
66;1324
67;1177
68;1168
69;1159
70;1355
71;1552
72;1815
73;2078
74;2039
75;2000
76;1735
77;1470
78;1207
79;944
80;842
81;740
82;673
83;607
84;594
85;582
86;573
87;564
88;635
89;706
90;756
91;806
92;774
93;742
94;691
95;640
96;609
97;578
98;572
99;567
100;580
101;593
102;661
103;729
104;828
105;928
106;1148
107;1368
108;1611
109;1854
110;2003
111;2153
112;1959
113;1765
114;1576
115;1388
116;1247
117;1106
118;1173
119;1241
120;1450
121;1660
122;1936
123;2213
124;2160
125;2107
126;1844
127;1581
128;1332
129;1083
130;953
131;824
132;753
133;682
134;640
135;598
136;596
137;595
138;606
139;617
140;658
141;699
142;736
143;773
144;764
145;755
146;698
147;642
148;624
149;607
150;595
151;584
152;616
153;648
154;662
155;677
156;729
157;782
158;951
159;1121
160;1344
161;1567
162;1856
163;2146
164;2189
165;2233
166;2071
167;1909
168;1636
169;1363
170;1261
171;1159
172;1192
173;1225
174;1366
175;1507
176;1818
177;2129
178;2281
179;2433
180;2275
181;2118
182;1789
183;1461
184;1227
185;993
186;903
187;813
188;739
189;666
190;653
191;640
192;623
193;606
194;627
195;648
196;655
197;662
198;725
199;788
200;806
201;824
202;785
203;746
204;695
205;644
206;621
