# Strom: -1.43 A
# Magnetfeld: -133 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;595
2;588
3;582
4;578
5;574
6;563
7;552
8;544
9;536
10;556
11;576
12;583
13;591
14;596
15;602
16;606
17;610
18;637
19;664
20;686
21;708
22;752
23;797
24;873
25;949
26;1075
27;1202
28;1411
29;1621
30;1907
31;2193
32;2609
33;3026
34;3159
35;3292
36;3211
37;3130
38;2951
39;2772
40;2771
41;2770
42;2891
43;3012
44;3161
45;3311
46;3224
47;3137
48;2826
49;2516
50;2164
51;1811
52;1545
53;1278
54;1160
55;1042
56;948
57;853
58;813
59;772
60;750
61;728
62;687
63;646
64;637
65;628
66;625
67;623
68;606
69;589
70;574
71;560
72;559
73;559
74;559
75;560
76;549
77;539
78;537
79;535
80;535
81;536
82;555
83;574
84;570
85;566
86;583
87;600
88;589
89;579
90;598
91;616
92;650
93;685
94;718
95;751
96;780
97;810
98;845
99;880
100;978
101;1077
102;1209
103;1341
104;1556
105;1772
106;2035
107;2298
108;2635
109;2972
110;3224
111;3476
112;3463
113;3451
114;3284
115;3117
116;3010
117;2903
118;2904
119;2906
120;3013
121;3119
122;3258
123;3398
124;3466
125;3534
126;3374
127;3213
128;2911
129;2609
130;2316
131;2023
132;1791
133;1560
134;1409
135;1258
136;1148
137;1037
138;987
139;938
140;914
141;890
142;836
143;783
144;767
145;752
146;721
147;690
148;679
149;669
150;657
151;646
152;641
153;637
154;627
155;616
156;612
157;607
158;602
159;598
160;581
161;565
162;578
163;590
164;574
165;558
166;561
167;564
168;559
169;555
170;571
171;587
172;603
173;619
174;610
175;601
176;609
177;616
178;616
179;615
180;638
181;662
182;664
183;666
184;677
185;688
186;702
187;716
188;755
189;795
190;819
191;844
192;881
193;919
194;977
195;1036
196;1102
197;1169
198;1262
199;1355
200;1503
201;1650
202;1837
203;2023
204;2250
205;2477
206;2733
207;2989
208;3190
209;3392
210;3460
211;3529
212;3465
213;3402
214;3305
215;3207
216;3092
217;2977
218;2919
219;2860
220;2861
221;2863
222;2917
223;2972
224;3050
225;3127
226;3210
227;3293
228;3367
229;3442
230;3433
231;3425
232;3290
233;3156
234;2973
235;2791
236;2558
237;2325
238;2136
239;1947
240;1769
241;1592
242;1485
243;1378
244;1315
245;1252
246;1165
247;1079
248;1044
249;1010
250;971
251;932
252;873
253;814
254;828
255;843
256;809
257;775
258;763
259;751
260;738
261;726
262;718
263;710
264;707
265;705
266;690
267;675
268;668
269;661
270;656
271;652
272;631
273;610
274;597
275;585
276;598
277;612
278;606
279;601
280;588
281;576
282;571
283;566
284;577
285;588
286;582
287;575
288;579
289;583
290;586
291;589
292;583
293;578
294;592
295;607
296;592
297;577
298;594
299;611
300;609
301;608
302;597
303;586
304;590
305;594
306;607
307;620
308;623
309;627
310;624
311;621
312;627
313;634
314;631
315;628
316;623
317;619
318;633
319;647
320;650
321;654
322;656
323;658
324;658
325;657
326;682
327;707
328;707
329;706
330;688
331;670
332;694
333;718
334;731
335;745
336;758
337;771
338;772
339;773
340;789
341;806
342;798
343;790
344;816
345;843
346;860
347;877
348;881
349;885
350;911
351;937
352;951
353;965
354;1002
355;1039
356;1035
357;1031
358;1050
359;1070
360;1128
361;1185
362;1199
363;1213
364;1229
365;1246
366;1297
367;1347
368;1382
369;1418
370;1469
371;1521
372;1568
373;1615
374;1664
375;1713
376;1754
377;1794
378;1893
379;1993
380;2052
381;2111
382;2183
383;2255
384;2304
385;2354
386;2411
387;2469
388;2555
389;2642
390;2691
391;2741
392;2824
393;2908
394;2943
395;2978
396;3042
397;3106
398;3148
399;3189
400;3191
401;3193
402;3249
403;3306
404;3361
405;3417
406;3400
407;3382
408;3359
409;3336
410;3397
411;3458
412;3440
413;3423
414;3415
415;3408
416;3389
417;3371
418;3395
419;3419
420;3379
421;3339
422;3349
423;3360
424;3334
425;3309
426;3267
427;3225
428;3253
429;3281
430;3262
431;3244
432;3252
433;3261
434;3227
435;3193
436;3220
437;3248
438;3224
439;3200
440;3207
441;3215
442;3199
443;3183
444;3186
445;3189
446;3188
447;3188
448;3196
449;3204
450;3192
451;3181
452;3182
453;3183
454;3186
455;3189
456;3174
457;3158
458;3183
459;3208
460;3182
461;3156
462;3158
463;3160
464;3155
465;3150
466;3217
467;3283
468;3259
469;3236
470;3232
471;3229
472;3247
473;3266
474;3269
475;3273
476;3286
477;3300
478;3312
479;3324
480;3346
481;3369
482;3348
483;3328
484;3367
485;3407
486;3424
487;3442
488;3461
489;3480
490;3494
491;3508
492;3487
493;3465
494;3478
495;3490
496;3501
497;3511
498;3524
499;3538
500;3579
501;3620
502;3639
503;3659
504;3607
505;3556
506;3581
507;3606
508;3592
509;3579
510;3580
511;3582
512;3538
513;3495
514;3493
515;3491
516;3465
517;3439
518;3336
519;3233
520;3239
521;3246
522;3159
523;3072
524;3013
525;2954
526;2890
527;2827
528;2780
529;2733
530;2615
531;2498
532;2421
533;2344
534;2266
535;2188
536;2138
537;2088
538;2015
539;1942
540;1874
541;1805
542;1734
543;1664
544;1617
545;1571
546;1534
547;1496
548;1442
549;1388
550;1349
551;1310
552;1234
553;1158
554;1139
555;1121
556;1097
557;1074
558;1070
559;1067
560;1028
561;989
562;974
563;959
564;933
565;907
566;879
567;851
568;848
569;845
570;831
571;818
572;805
573;792
574;784
575;776
576;755
577;733
578;743
579;754
580;746
581;738
582;717
583;697
584;701
585;705
586;686
587;667
588;674
589;682
590;673
591;664
592;663
593;662
594;657
595;651
596;635
597;618
598;623
599;627
600;633
601;639
602;626
603;614
604;612
605;610
606;613
607;616
608;615
609;614
610;631
611;649
612;638
613;627
614;616
615;604
616;605
617;605
618;605
619;605
620;612
621;620
622;625
623;631
624;621
625;612
626;613
627;614
628;612
629;610
630;621
631;633
632;611
633;589
634;601
635;614
636;615
637;617
638;623
639;629
640;640
641;651
642;644
643;638
644;668
645;699
646;683
647;666
648;683
649;699
650;705
651;710
652;707
653;705
654;729
655;753
656;747
657;742
658;745
659;749
660;780
661;810
662;832
663;855
664;869
665;883
666;923
667;964
668;1011
669;1059
670;1097
671;1136
672;1187
673;1239
674;1334
675;1430
676;1582
677;1735
678;1853
679;1972
680;2176
681;2381
682;2606
683;2831
684;3010
685;3189
686;3235
687;3280
688;3260
689;3239
690;3106
691;2974
692;2892
693;2811
694;2717
695;2624
696;2575
697;2525
698;2540
699;2555
700;2670
701;2785
702;2875
703;2965
704;3084
705;3203
706;3164
707;3126
708;3019
709;2913
710;2639
711;2366
712;2166
713;1967
714;1778
715;1589
716;1459
717;1328
718;1223
719;1117
720;1045
721;972
722;937
723;903
724;869
725;836
726;800
727;764
728;734
729;704
730;699
731;695
732;678
733;662
734;650
735;638
736;628
737;618
738;618
739;618
740;616
741;615
742;586
743;558
744;565
745;572
746;573
747;575
748;575
749;574
750;567
751;560
752;567
753;575
754;571
755;568
756;576
757;585
758;586
759;587
760;593
761;600
762;616
763;632
764;629
765;627
766;618
767;609
768;631
769;653
770;669
771;686
772;704
773;723
774;744
775;766
776;800
777;835
778;867
779;899
780;989
781;1079
782;1192
783;1306
784;1480
785;1654
786;1892
787;2130
788;2421
789;2712
790;2889
791;3066
792;3024
793;2982
794;2901
795;2821
796;2687
797;2554
798;2549
799;2544
800;2604
801;2664
802;2808
803;2953
804;3007
805;3061
806;2913
807;2765
808;2470
809;2175
810;1919
811;1663
812;1477
813;1292
814;1177
815;1062
816;988
817;915
818;870
819;826
820;797
821;769
822;731
823;693
824;684
825;675
826;666
827;657
828;640
829;623
830;609
831;596
832;590
833;584
834;594
835;605
836;596
837;587
838;577
839;567
840;577
841;586
842;585
843;585
844;578
845;571
846;577
847;583
848;599
849;616
850;626
851;636
852;641
853;645
854;668
855;691
856;713
857;735
858;787
859;839
860;907
861;974
862;1088
863;1201
864;1423
865;1646
866;1946
867;2246
868;2507
869;2768
870;2812
871;2856
872;2685
873;2514
874;2412
875;2311
876;2348
877;2385
878;2547
879;2709
880;2738
881;2768
882;2562
883;2357
884;2067
885;1778
886;1522
887;1266
888;1120
889;973
890;906
891;839
892;783
893;727
894;681
895;635
896;637
897;640
898;624
899;607
900;583
901;558
902;552
903;545
904;546
905;547
906;539
907;532
908;528
909;524
910;529
911;534
912;531
913;528
914;535
915;543
916;547
917;551
918;551
