# Strom: 0.07 A
# Magnetfeld: 7 mT
# Schnitt bei (500,400)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;669
2;719
3;769
4;963
5;1157
6;1365
7;1574
8;1992
9;2411
10;2634
11;2857
12;2728
13;2599
14;2368
15;2137
16;1932
17;1727
18;1520
19;1314
20;1175
21;1037
22;931
23;826
24;740
25;655
26;626
27;598
28;553
29;509
30;468
31;427
32;426
33;425
34;407
35;389
36;392
37;396
38;397
39;398
40;391
41;385
42;368
43;351
44;348
45;345
46;355
47;365
48;357
49;349
50;350
51;351
52;359
53;367
54;361
55;356
56;366
57;376
58;382
59;389
60;396
61;404
62;431
63;458
64;455
65;453
66;474
67;495
68;521
69;547
70;611
71;675
72;733
73;791
74;923
75;1055
76;1261
77;1467
78;1749
79;2031
80;2364
81;2697
82;2789
83;2881
84;2829
85;2777
86;2556
87;2335
88;2107
89;1880
90;1720
91;1560
92;1389
93;1219
94;1087
95;955
96;870
97;786
98;731
99;677
100;635
101;593
102;560
103;527
104;498
105;469
106;452
107;435
108;431
109;427
110;423
111;420
112;401
113;382
114;373
115;365
116;369
117;373
118;375
119;378
120;370
121;362
122;359
123;356
124;357
125;358
126;343
127;329
128;340
129;351
130;354
131;358
132;362
133;367
134;357
135;347
136;344
137;342
138;356
139;371
140;393
141;415
142;402
143;389
144;406
145;424
146;425
147;427
148;455
149;484
150;486
151;489
152;519
153;549
154;558
155;567
156;606
157;646
158;723
159;800
160;848
161;897
162;1057
163;1217
164;1398
165;1580
166;1822
167;2064
168;2349
169;2635
170;2719
171;2803
172;2845
173;2888
174;2759
175;2630
176;2508
177;2386
178;2200
179;2015
180;1863
181;1712
182;1565
183;1419
184;1293
185;1168
186;1063
187;959
188;874
189;790
190;773
191;757
192;691
193;626
194;597
195;569
196;552
197;536
198;514
199;493
200;469
201;445
202;423
203;402
204;421
205;440
206;428
207;416
208;404
209;393
210;385
211;378
212;371
213;365
214;369
215;373
216;374
217;376
218;362
219;349
220;350
221;351
222;359
223;367
224;350
225;334
226;339
227;345
228;347
229;349
230;348
231;347
232;343
233;340
234;331
235;322
236;339
237;356
238;353
239;351
240;363
241;376
242;369
243;362
244;361
245;360
246;359
247;358
248;370
249;382
250;369
251;356
252;358
253;360
254;381
255;402
256;389
257;376
258;390
259;404
260;400
261;396
262;429
263;462
264;458
265;455
266;461
267;467
268;461
269;456
270;481
271;506
272;520
273;535
274;546
275;558
276;596
277;635
278;644
279;653
280;676
281;700
282;731
283;762
284;808
285;855
286;931
287;1008
288;1059
289;1110
290;1181
291;1252
292;1397
293;1543
294;1668
295;1793
296;1925
297;2058
298;2239
299;2421
300;2553
301;2686
302;2746
303;2806
304;2905
305;3005
306;3083
307;3161
308;3129
309;3098
310;3017
311;2937
312;2818
313;2699
314;2645
315;2592
316;2460
317;2328
318;2220
319;2113
320;2043
321;1973
322;1910
323;1847
324;1766
325;1685
326;1628
327;1572
328;1474
329;1377
330;1348
331;1319
332;1231
333;1144
334;1108
335;1072
336;1002
337;932
338;898
339;864
340;853
341;842
342;805
343;768
344;764
345;760
346;718
347;677
348;661
349;646
350;646
351;646
352;623
353;600
354;580
355;560
356;558
357;557
358;561
359;566
360;549
361;533
362;516
363;500
364;494
365;489
366;491
367;493
368;494
369;495
370;489
371;484
372;467
373;451
374;451
375;451
376;459
377;467
378;447
379;427
380;440
381;453
382;444
383;436
384;430
385;424
386;421
387;418
388;426
389;435
390;402
391;369
392;389
393;409
394;402
395;395
396;404
397;413
398;400
399;387
400;393
401;400
402;402
403;405
404;391
405;378
