# Strom: 0.07 A
# Magnetfeld: 6 mT
# Schnitt bei (500,400)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1334
2;1699
3;2064
4;2225
5;2386
6;2212
7;2038
8;1718
9;1399
10;1178
11;957
12;838
13;720
14;615
15;511
16;483
17;455
18;425
19;395
20;378
21;362
22;361
23;360
24;354
25;349
26;340
27;331
28;342
29;353
30;353
31;354
32;364
33;374
34;374
35;374
36;395
37;416
38;458
39;500
40;562
41;624
42;743
43;862
44;1150
45;1438
46;1787
47;2137
48;2316
49;2495
50;2336
51;2177
52;1833
53;1489
54;1238
55;988
56;841
57;695
58;621
59;547
60;501
61;456
62;433
63;411
64;395
65;380
66;365
67;351
68;349
69;347
70;338
71;329
72;325
73;322
74;329
75;336
76;315
77;294
78;326
79;358
80;374
81;391
82;406
83;422
84;444
85;466
86;502
87;538
88;627
89;717
90;896
91;1075
92;1369
93;1663
94;1992
95;2322
96;2416
97;2510
98;2291
99;2073
100;1770
101;1467
102;1213
103;959
104;828
105;697
106;614
107;531
108;503
109;475
110;454
111;433
112;412
113;391
114;373
115;356
116;357
117;358
118;341
119;325
120;339
121;354
122;340
123;327
124;326
125;325
126;331
127;338
128;340
129;342
130;363
131;385
132;374
133;364
134;390
135;416
136;456
137;496
138;567
139;638
140;738
141;839
142;1037
143;1235
144;1551
145;1867
146;2221
147;2575
148;2581
149;2588
150;2367
151;2147
152;1825
153;1503
154;1263
155;1023
156;886
157;749
158;668
159;587
160;544
161;502
162;473
163;444
164;404
165;364
166;369
167;374
168;369
169;365
170;351
171;338
172;331
173;324
174;333
175;342
176;343
177;345
178;345
179;345
180;356
181;367
182;352
183;338
184;366
185;395
186;385
187;376
188;387
189;398
190;414
191;431
192;471
193;511
194;564
195;617
196;658
197;700
198;855
199;1010
200;1247
201;1485
202;1843
203;2202
204;2468
205;2735
206;2672
207;2610
208;2364
209;2118
210;1849
211;1581
212;1352
213;1124
214;955
215;786
216;706
217;626
218;580
219;535
220;490
221;445
222;442
223;440
224;425
225;411
226;402
227;393
228;373
229;354
230;355
231;356
232;346
233;336
234;331
235;327
236;336
237;345
238;343
239;342
240;333
241;324
242;332
243;340
244;340
245;340
246;347
247;354
248;379
249;404
250;391
251;378
252;391
253;404
254;433
255;462
256;478
257;495
258;536
259;578
260;640
261;702
262;790
263;879
264;1089
265;1299
266;1579
267;1860
268;2201
269;2542
270;2696
271;2850
272;2737
273;2624
274;2394
275;2164
276;1878
277;1592
278;1402
279;1212
280;1057
281;902
282;817
283;733
284;655
285;577
286;556
287;535
288;512
289;489
290;465
291;442
292;424
293;407
294;381
295;356
296;358
297;360
298;354
299;349
300;349
301;349
302;346
303;344
304;346
305;349
306;345
307;342
308;354
309;367
310;353
311;340
312;342
313;345
314;340
315;336
316;350
317;365
318;357
319;349
320;344
321;340
322;364
323;389
324;391
325;393
326;395
327;398
328;405
329;413
330;452
331;491
332;487
333;484
334;519
335;555
336;617
337;680
338;760
339;840
340;965
341;1090
342;1284
343;1478
344;1752
345;2026
346;2304
347;2583
348;2796
