# Strom: 0.08 A
# Magnetfeld: 7 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;389
2;385
3;381
4;362
5;344
6;345
7;346
8;351
9;356
10;360
11;363
12;369
13;376
14;374
15;373
16;378
17;383
18;383
19;383
20;395
21;407
22;419
23;431
24;451
25;472
26;488
27;505
28;543
29;582
30;641
31;701
32;794
33;887
34;1038
35;1190
36;1449
37;1708
38;2070
39;2433
40;2668
41;2904
42;2820
43;2735
44;2508
45;2281
46;2052
47;1823
48;1615
49;1408
50;1258
51;1109
52;999
53;889
54;790
55;691
56;638
57;586
58;557
59;529
60;496
61;463
62;457
63;452
64;424
65;397
66;397
67;397
68;393
69;389
70;371
71;353
72;359
73;364
74;360
75;357
76;356
77;355
78;350
79;345
80;353
81;361
82;356
83;352
84;357
85;362
86;363
87;364
88;369
89;374
90;374
91;375
92;397
93;419
94;413
95;408
96;423
97;439
98;454
99;469
100;481
101;494
102;514
103;534
104;571
105;607
106;665
107;724
108;791
109;858
110;951
111;1045
112;1259
113;1473
114;1752
115;2032
116;2350
117;2668
118;2808
119;2948
120;2882
121;2816
122;2642
123;2469
124;2242
125;2016
126;1846
127;1675
128;1521
129;1366
130;1228
131;1090
132;1010
133;930
134;849
135;768
136;715
137;662
138;606
139;550
140;534
141;519
142;494
143;469
144;459
145;450
146;449
147;448
148;431
149;414
150;409
151;404
152;387
153;370
154;377
155;384
156;386
157;388
158;387
159;386
160;376
161;365
162;360
163;356
164;359
165;362
166;364
167;367
168;359
169;351
170;357
171;363
172;368
173;373
174;375
175;378
176;367
177;356
178;365
179;374
180;369
181;364
182;373
183;382
184;396
185;411
186;399
187;387
188;404
189;421
190;426
191;431
192;443
193;455
194;457
195;460
196;480
197;501
198;521
199;541
200;578
201;615
202;637
203;659
204;713
205;767
206;817
207;867
208;940
209;1013
210;1141
211;1269
212;1427
213;1585
214;1772
215;1960
216;2222
217;2484
218;2631
219;2779
220;2912
221;3046
222;3028
223;3010
224;2859
225;2708
226;2597
227;2487
228;2322
229;2157
230;2021
231;1885
232;1769
233;1654
234;1536
235;1418
236;1315
237;1212
238;1127
239;1043
240;965
241;887
242;826
243;765
244;739
245;713
246;663
247;613
248;590
249;568
250;549
251;530
252;510
253;490
254;493
255;497
256;486
257;475
258;462
259;450
260;447
261;445
262;435
263;424
264;412
265;401
266;396
267;392
268;392
269;392
270;391
271;390
272;376
273;363
274;375
275;387
276;377
277;367
278;372
279;377
280;365
281;353
282;355
283;357
284;356
285;354
286;363
