# Strom: -8.74 A
# Magnetfeld: -593 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;3323
2;3226
3;3130
4;2763
5;2397
6;2077
7;1758
8;1611
9;1465
10;1484
11;1503
12;1619
13;1736
14;2022
15;2309
16;2353
17;2397
18;2211
19;2026
20;1819
21;1612
22;1495
23;1379
24;1403
25;1427
26;1661
27;1896
28;2015
29;2135
30;2072
31;2009
32;1890
33;1772
34;1678
35;1585
36;1555
37;1525
38;1561
39;1598
40;1749
41;1900
42;2228
43;2557
44;2946
45;3336
46;3268
47;3200
48;2831
49;2462
50;2137
51;1813
52;1623
53;1434
54;1436
55;1439
56;1509
57;1580
58;1833
59;2087
60;2275
61;2464
62;2365
63;2266
64;2006
65;1747
66;1595
67;1443
68;1359
69;1276
70;1393
71;1510
72;1728
73;1947
74;2018
75;2089
76;2056
77;2024
78;1961
79;1898
80;1787
81;1676
82;1590
83;1505
84;1497
85;1490
86;1582
87;1674
88;1941
89;2209
90;2581
91;2954
92;3206
93;3458
94;3262
95;3067
96;2674
97;2282
98;1994
99;1707
100;1574
101;1441
102;1407
103;1374
104;1499
105;1625
106;1793
107;1962
108;2213
109;2464
110;2535
111;2606
112;2334
113;2062
114;1812
115;1563
116;1446
117;1330
118;1323
119;1317
120;1470
121;1623
122;1814
123;2005
124;2111
125;2218
126;2171
127;2124
128;2029
129;1934
130;1794
131;1654
132;1605
133;1556
134;1520
135;1485
136;1507
137;1530
138;1683
139;1836
140;2171
141;2506
142;2918
143;3331
144;3404
145;3478
146;3294
147;3110
148;2710
149;2311
150;2020
151;1729
152;1584
153;1439
154;1428
155;1418
156;1445
157;1472
158;1637
159;1802
160;2066
161;2331
162;2518
163;2706
164;2596
165;2486
166;2230
167;1975
168;1766
169;1558
170;1447
171;1336
172;1329
173;1323
174;1423
175;1523
176;1695
177;1867
178;2052
179;2238
180;2275
181;2313
182;2222
183;2131
184;1998
185;1865
186;1809
187;1754
188;1664
189;1574
190;1536
191;1499
192;1496
193;1494
194;1638
195;1783
196;2021
197;2260
198;2606
199;2952
200;3258
201;3564
202;3584
203;3604
204;3296
205;2988
206;2616
207;2244
208;2024
209;1805
210;1651
211;1498
