# Strom: -5.75 A
# Magnetfeld: -472 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;2846
2;2781
3;2717
4;2447
5;2178
6;1895
7;1612
8;1596
9;1580
10;1716
11;1853
12;2002
13;2151
14;2037
15;1924
16;1676
17;1428
18;1240
19;1052
20;982
21;913
22;867
23;822
24;836
25;851
26;925
27;999
28;1188
29;1377
30;1543
31;1709
32;1760
33;1811
34;1753
35;1696
36;1646
37;1596
38;1574
39;1552
40;1687
41;1822
42;2101
43;2380
44;2681
45;2983
46;2853
47;2723
48;2428
49;2133
50;1904
51;1676
52;1579
53;1483
54;1583
55;1683
56;1889
57;2095
58;2095
59;2095
60;1894
61;1694
62;1453
63;1212
64;1069
65;926
66;881
67;837
68;806
69;775
70;822
71;870
72;936
73;1002
74;1148
75;1294
76;1499
77;1705
78;1797
79;1889
80;1841
81;1793
82;1713
83;1634
84;1564
85;1494
86;1570
87;1647
88;1831
89;2015
90;2362
91;2710
92;2908
93;3107
94;2891
95;2675
96;2374
97;2073
98;1815
99;1558
100;1504
101;1450
102;1581
103;1712
104;1885
105;2058
106;2161
107;2264
108;2046
109;1829
110;1607
111;1385
112;1217
113;1050
114;966
115;882
116;855
117;828
118;827
119;826
120;847
121;868
122;949
123;1030
124;1179
125;1328
126;1528
127;1729
128;1821
129;1913
130;1870
131;1827
132;1749
133;1672
134;1613
135;1554
136;1565
137;1576
138;1658
139;1740
140;1997
141;2255
142;2581
143;2908
144;3057
145;3207
146;2945
147;2684
148;2365
149;2047
150;1828
151;1610
152;1577
153;1545
154;1554
155;1563
156;1789
157;2015
158;2147
159;2280
160;2223
161;2167
162;1924
163;1681
164;1457
165;1234
166;1107
167;981
168;951
169;921
170;890
171;859
172;840
173;822
174;842
175;862
176;921
177;981
178;1067
179;1154
180;1347
181;1541
182;1677
183;1814
184;1904
185;1995
186;1909
187;1823
188;1775
189;1727
190;1635
191;1543
192;1555
193;1567
194;1624
195;1681
196;1846
197;2011
198;2375
199;2739
200;2978
201;3218
202;3211
203;3205
204;2881
205;2557
206;2271
207;1985
208;1822
209;1660
210;1569
211;1479
212;1506
213;1534
214;1708
215;1882
216;2055
217;2229
218;2289
219;2350
