# Strom: -5.96 A
# Magnetfeld: -485 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;2985
2;2894
3;2803
4;2500
5;2198
6;1959
7;1720
8;1690
9;1661
10;1760
11;1860
12;2015
13;2171
14;2107
15;2044
16;1776
17;1509
18;1304
19;1099
20;1041
21;984
22;943
23;902
24;914
25;926
26;999
27;1072
28;1252
29;1432
30;1618
31;1805
32;1867
33;1929
34;1872
35;1816
36;1717
37;1618
38;1584
39;1550
40;1693
41;1836
42;2171
43;2506
44;2775
45;3045
46;2931
47;2817
48;2542
49;2268
50;1974
51;1680
52;1612
53;1545
54;1632
55;1720
56;1907
57;2095
58;2207
59;2319
60;2080
61;1842
62;1590
63;1339
64;1204
65;1070
66;975
67;881
68;858
69;835
70;882
71;930
72;1010
73;1090
74;1234
75;1379
76;1631
77;1884
78;1933
79;1982
80;1854
81;1727
82;1674
83;1621
84;1577
85;1534
86;1613
87;1692
88;1896
89;2100
90;2437
91;2774
92;2949
93;3125
94;2951
95;2777
96;2441
97;2106
98;1869
99;1632
100;1575
101;1519
102;1590
103;1661
104;1873
105;2086
106;2188
107;2291
108;2181
109;2071
110;1772
111;1474
112;1305
113;1137
114;1051
115;966
116;915
117;864
118;867
119;870
120;920
121;970
122;1041
123;1112
124;1284
125;1456
126;1665
127;1874
128;1950
129;2026
130;1943
131;1860
132;1781
133;1703
134;1674
135;1645
136;1612
137;1580
138;1694
139;1809
140;2064
141;2319
142;2693
143;3067
144;3120
145;3174
146;2967
147;2761
148;2446
149;2131
150;1910
151;1689
152;1589
153;1490
154;1547
155;1605
156;1796
157;1987
158;2178
159;2370
160;2411
161;2453
162;2167
163;1882
164;1613
165;1345
166;1224
167;1104
168;1012
169;921
170;915
171;910
172;887
173;864
174;904
175;944
176;1008
177;1073
178;1204
179;1336
180;1508
181;1680
182;1810
183;1940
184;1954
185;1969
186;1918
187;1867
188;1774
189;1681
190;1617
191;1554
192;1568
193;1583
194;1667
195;1752
196;1934
197;2117
198;2487
199;2857
200;3084
201;3312
202;3274
203;3236
204;2956
205;2677
206;2373
207;2069
208;1878
209;1687
210;1625
211;1563
212;1557
213;1552
214;1694
215;1836
216;1983
217;2131
218;2351
219;2572
220;2383
221;2195
222;1972
223;1749
224;1538
225;1327
226;1228
227;1130
228;1037
229;944
230;917
231;891
232;897
233;904
234;883
235;862
236;914
237;966
238;1033
239;1101
240;1202
241;1303
242;1473
243;1643
244;1829
245;2016
246;2054
247;2093
248;2033
249;1973
250;1910
251;1847
252;1786
253;1725
254;1671
