# Strom: -5.21 A
# Magnetfeld: -438 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;1226
2;1230
3;1234
4;1093
5;953
6;841
7;729
8;655
9;582
10;553
11;524
12;506
13;489
14;469
15;449
16;432
17;415
18;375
19;336
20;325
21;314
22;320
23;327
24;337
25;347
26;332
27;318
28;327
29;336
30;370
31;404
32;421
33;438
34;447
35;456
36;468
37;480
38;515
39;551
40;619
41;688
42;855
43;1023
44;1136
45;1250
46;1252
47;1254
48;1116
49;979
50;849
51;719
52;613
53;507
54;541
55;575
56;544
57;513
58;503
59;493
60;453
61;413
62;395
63;378
64;365
65;353
66;333
67;313
68;301
69;289
70;304
71;320
72;313
73;307
74;318
75;329
76;357
77;385
78;410
79;436
80;446
81;456
82;488
83;520
84;516
85;513
86;564
87;615
88;702
89;790
90;963
91;1137
92;1199
93;1261
94;1232
95;1203
96;1082
97;961
98;814
99;668
100;599
101;531
102;515
103;500
104;528
105;557
106;526
107;496
108;475
109;455
110;426
111;398
112;371
113;345
114;320
115;296
116;295
117;294
118;310
119;327
120;330
121;333
122;332
123;331
124;330
125;329
126;364
127;400
128;412
129;425
130;450
131;475
132;465
133;455
134;485
135;516
136;531
137;547
138;594
139;642
140;799
141;957
142;1095
143;1234
144;1325
145;1416
146;1340
147;1265
148;1097
149;930
150;809
151;688
152;628
153;569
154;550
155;531
156;525
157;520
158;525
159;531
160;520
161;509
162;473
163;438
164;396
165;354
166;341
167;329
168;341
169;354
170;328
171;302
172;302
173;303
174;318
175;333
176;331
177;329
178;329
179;329
180;358
181;387
182;385
183;384
184;434
185;484
186;476
187;469
188;482
189;495
190;486
191;478
192;509
193;540
194;580
195;620
196;687
197;755
198;905
199;1055
200;1219
201;1383
202;1394
203;1405
204;1306
205;1208
206;1062
207;917
208;809
209;702
210;648
211;595
212;579
213;564
214;536
215;509
216;542
217;575
218;555
219;536
220;500
221;464
222;440
223;416
224;390
225;364
226;356
227;349
228;334
229;320
230;320
231;320
232;315
233;311
234;326
235;342
236;322
237;302
238;298
239;294
240;320
241;347
242;362
243;378
244;381
245;385
246;426
247;467
248;457
249;447
250;474
251;502
252;498
253;495
254;501
255;507
256;515
257;524
258;570
259;617
260;698
261;780
262;883
263;986
264;1135
265;1285
266;1358
267;1432
268;1425
269;1418
270;1266
271;1115
272;1000
273;886
274;807
275;729
276;677
277;626
278;596
279;567
280;544
281;522
282;524
283;527
284;540
285;553
286;541
287;529
288;512
289;496
290;448
291;400
292;388
293;376
294;360
295;345
296;345
297;345
298;318
299;291
300;293
301;296
302;299
303;303
304;306
305;309
306;303
307;298
308;304
309;311
310;323
311;336
312;332
313;329
314;345
315;362
316;376
317;391
318;405
319;420
320;432
321;445
322;465
323;486
324;479
325;473
326;474
327;476
328;479
329;482
330;497
331;513
332;532
333;551
334;596
335;642
336;665
337;689
338;803
339;917
340;1068
341;1219
342;1333
343;1447
344;1486
345;1525
346;1468
347;1412
348;1326
349;1241
350;1139
351;1037
352;928
353;820
354;750
355;680
356;638
357;597
358;568
359;540
360;517
361;495
362;527
363;560
364;547
365;535
366;530
367;526
368;531
369;536
370;517
371;498
372;468
373;438
374;426
375;415
376;407
377;400
378;383
379;367
380;350
381;333
382;325
383;318
384;313
385;309
386;320
387;331
388;315
389;300
390;316
391;333
392;307
393;282
394;301
395;320
396;301
397;283
398;288
399;294
400;302
401;311
402;329
403;347
404;354
405;362
406;359
407;356
408;376
409;396
410;432
411;469
412;473
413;478
414;485
415;493
416;484
417;476
418;468
419;460
420;476
421;493
422;497
423;502
424;514
425;526
426;513
427;500
428;523
429;546
430;561
431;577
432;606
433;635
434;657
435;680
436;745
437;810
438;891
439;973
440;1037
441;1101
442;1220
443;1339
444;1432
445;1525
446;1567
447;1609
448;1555
449;1501
