# Strom: -3.90 A
# Magnetfeld: -343 mT
# Schnitt bei (681,462)
# Mittelung: 1 Pixel
# Magnetfeldsensor kalibriertPixel ; Red Value
1;793
2;774
3;755
4;733
5;712
6;713
7;714
8;703
9;693
10;693
11;693
12;710
13;727
14;738
15;749
16;793
17;837
18;896
19;955
20;1068
21;1181
22;1333
23;1485
24;1668
25;1851
26;1952
27;2054
28;2090
29;2127
30;2089
31;2051
32;2023
33;1996
34;2078
35;2159
36;2325
37;2490
38;2765
39;3041
40;3201
41;3362
42;3267
43;3172
44;2933
45;2693
46;2497
47;2301
48;2213
49;2124
50;2133
51;2141
52;2224
53;2306
54;2326
55;2346
56;2287
57;2228
58;2060
59;1893
60;1688
61;1484
62;1326
63;1168
64;1070
65;973
66;922
67;870
68;820
69;770
70;736
71;703
72;690
73;678
74;679
75;681
76;675
77;669
78;654
79;639
80;645
81;650
82;659
83;668
84;699
85;730
86;738
87;746
88;770
89;795
90;823
91;851
92;893
93;936
94;1045
95;1155
96;1316
97;1477
98;1634
99;1792
100;1905
101;2019
102;2079
103;2139
104;2097
105;2056
106;2012
107;1969
108;1959
109;1950
110;2004
111;2058
112;2184
113;2309
114;2496
115;2683
116;2925
117;3168
118;3293
119;3419
120;3361
121;3304
122;3106
123;2908
124;2730
125;2552
126;2428
127;2305
128;2227
129;2149
130;2157
131;2164
132;2262
133;2360
134;2421
135;2481
136;2477
137;2474
138;2423
139;2372
140;2188
141;2005
142;1847
143;1690
144;1524
145;1359
146;1250
147;1142
148;1082
149;1021
150;977
151;932
152;887
153;841
154;807
155;773
156;766
157;758
158;762
159;766
160;738
161;710
162;715
163;720
164;708
165;696
166;700
167;704
168;696
169;688
170;698
171;707
172;718
173;730
174;741
175;753
176;764
177;775
178;786
179;797
180;823
181;849
182;871
183;893
184;958
185;1022
186;1081
187;1140
188;1239
189;1339
190;1449
191;1559
192;1678
193;1797
194;1929
195;2061
196;2108
197;2156
198;2168
199;2180
200;2159
201;2139
202;2108
203;2077
204;2046
205;2014
206;2018
207;2022
208;2023
209;2025
210;2087
211;2149
212;2234
213;2319
214;2477
215;2635
216;2816
217;2997
218;3161
219;3326
220;3371
221;3416
222;3354
223;3292
224;3208
225;3125
226;3013
227;2902
228;2732
229;2562
230;2453
231;2344
232;2233
233;2122
234;2085
235;2049
236;2043
237;2038
238;2062
239;2087
240;2128
241;2170
242;2223
243;2277
244;2331
245;2385
246;2377
247;2370
248;2345
249;2320
250;2269
251;2218
252;2127
253;2035
254;1899
255;1764
256;1651
257;1538
258;1473
259;1407
260;1325
261;1243
262;1177
263;1112
264;1051
265;991
266;975
267;960
268;936
269;913
270;876
271;839
272;845
273;850
274;812
275;774
276;757
277;740
278;744
279;748
280;745
281;743
282;737
283;732
284;714
285;695
286;694
287;693
288;686
289;679
290;677
291;675
292;688
293;702
294;696
295;691
296;694
297;697
298;697
299;696
300;682
301;667
302;694
303;720
304;716
305;711
306;704
307;698
308;700
309;703
310;726
311;749
312;749
313;748
314;769
315;789
316;778
317;767
318;790
319;814
320;821
321;829
322;842
323;855
324;863
325;871
326;887
327;902
328;922
329;942
330;960
331;978
332;1010
333;1043
334;1055
335;1068
336;1111
337;1154
338;1186
339;1219
340;1277
341;1336
342;1386
343;1436
344;1475
345;1514
346;1610
347;1707
348;1738
349;1769
350;1820
351;1872
352;1884
353;1896
354;1971
355;2047
356;2105
357;2164
358;2167
359;2170
360;2178
361;2186
362;2194
363;2202
364;2194
365;2187
366;2188
367;2188
368;2197
369;2207
370;2189
371;2172
372;2166
373;2161
374;2135
375;2110
376;2130
377;2151
378;2088
379;2026
380;2038
381;2051
382;2013
383;1976
384;1984
385;1993
386;2008
387;2022
388;1999
389;1976
390;2002
391;2028
392;1969
393;1910
394;1939
395;1968
396;1954
397;1941
398;1995
399;2049
400;2051
401;2053
402;2019
403;1985
404;2021
405;2058
406;2020
407;1982
408;2017
409;2053
410;2082
411;2111
412;2133
413;2155
414;2177
415;2199
416;2212
417;2225
418;2244
419;2263
420;2270
421;2278
422;2322
423;2366
424;2410
425;2453
426;2466
427;2479
428;2491
429;2503
430;2511
431;2520
432;2560
433;2601
434;2637
435;2673
436;2690
437;2707
438;2702
439;2698
440;2751
441;2804
442;2811
443;2817
444;2831
445;2844
446;2841
447;2838
448;2847
449;2857
450;2868
451;2880
452;2886
453;2892
454;2920
455;2949
456;2935
457;2921
458;2935
459;2950
460;2944
461;2937
462;2927
463;2916
464;2929
465;2942
466;2959
467;2977
468;2954
469;2931
470;2904
471;2876
472;2880
473;2884
474;2878
475;2872
476;2847
477;2822
478;2828
479;2834
480;2840
481;2845
482;2795
483;2744
484;2758
485;2772
486;2742
487;2712
488;2673
489;2635
490;2620
491;2604
492;2568
493;2531
494;2509
495;2487
496;2488
497;2489
498;2447
499;2406
500;2397
501;2389
502;2392
503;2395
504;2357
505;2319
506;2307
507;2296
508;2237
509;2178
510;2181
511;2184
512;2183
513;2183
514;2152
515;2122
516;2111
517;2100
518;2097
519;2095
520;2093
521;2092
522;2086
523;2080
524;2052
525;2025
526;2055
527;2085
528;2072
529;2059
530;2048
531;2037
532;2039
533;2042
534;2058
535;2075
536;2072
537;2068
538;2077
539;2085
540;2089
541;2093
542;2094
543;2096
544;2118
545;2139
546;2152
547;2165
548;2133
549;2101
550;2129
551;2157
552;2149
553;2142
554;2118
555;2095
556;2107
557;2119
558;2075
559;2031
560;1981
561;1932
562;1922
563;1913
564;1851
565;1788
566;1724
567;1660
568;1633
569;1606
570;1544
571;1483
572;1431
573;1379
574;1327
575;1275
576;1225
577;1175
578;1155
579;1135
580;1082
581;1029
582;1016
583;1002
584;976
585;950
586;935
587;919
588;894
589;868
590;855
591;842
592;837
593;831
594;799
595;767
596;787
597;808
598;779
599;750
600;747
601;744
602;740
603;737
604;731
605;726
606;724
607;722
608;716
609;710
610;698
611;686
612;704
613;723
614;706
615;689
616;682
617;676
618;684
619;693
620;680
621;667
622;681
623;696
624;697
625;699
626;713
627;727
628;721
629;716
630;726
631;737
632;746
633;755
634;768
635;780
636;766
637;752
638;767
639;782
640;803
641;825
642;838
643;851
644;865
645;879
646;906
647;933
648;950
649;968
650;1020
651;1072
652;1108
653;1144
654;1197
655;1249
656;1291
657;1333
658;1464
659;1595
660;1673
661;1752
662;1836
663;1920
664;2054
665;2187
666;2294
667;2402
668;2456
669;2510
670;2528
671;2545
672;2505
673;2465
674;2395
675;2325
676;2290
677;2254
678;2206
679;2158
680;2182
681;2206
682;2220
683;2234
684;2290
685;2346
686;2452
687;2558
688;2696
689;2834
690;2923
691;3012
692;3147
693;3282
694;3327
695;3372
696;3333
697;3293
698;3199
699;3105
700;2959
701;2812
702;2624
703;2437
704;2330
705;2224
706;2148
707;2072
708;1990
709;1909
710;1927
711;1945
712;1955
713;1964
714;1971
715;1978
716;2027
717;2076
718;2029
719;1983
720;1986
721;1989
722;1874
723;1760
724;1637
725;1515
726;1413
727;1312
728;1232
729;1152
730;1071
731;991
732;941
733;890
734;852
735;814
736;784
737;754
738;748
739;743
740;721
741;699
742;693
743;687
744;674
745;662
746;674
747;687
748;683
749;679
750;686
751;693
752;691
753;689
754;693
755;696
756;694
757;692
758;724
759;756
760;778
761;801
762;836
763;871
764;924
765;977
766;1018
767;1060
768;1126
769;1192
770;1290
771;1388
772;1512
773;1637
774;1734
775;1831
776;1937
777;2043
778;2152
779;2261
