MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.07	0	-0.07	0
0.1	-0.07	0	-0.07	0
0.199	-0.075	0	-0.075	0
0.299	-0.07	0	-0.07	0
0.399	-0.07	0	-0.07	0
0.499	-0.07	0	-0.07	0
0.599	-0.075	0	-0.075	0
0.699	-0.07	0	-0.07	0
0.799	-0.075	0.05	-0.075	0.05
0.899	-0.07	0	-0.07	0
0.999	-0.07	0	-0.07	0
1.099	-0.065	0	-0.065	0
1.199	-0.07	0.15	-0.07	0.15
1.299	-0.07	0.35	-0.07	0.35
1.399	-0.07	0.5	-0.07	0.5
1.499	-0.07	0.65	-0.07	0.65
1.599	-0.07	0.85	-0.07	0.85
1.699	-0.07	1	-0.07	1
1.799	-0.07	1.15	-0.07	1.15
1.899	-0.07	1.35	-0.07	1.35
1.999	-0.07	1.5	-0.07	1.5
2.099	-0.07	1.7	-0.07	1.7
2.199	-0.07	1.85	-0.07	1.85
2.299	-0.07	2	-0.07	2
2.399	-0.07	2.15	-0.07	2.15
2.499	-0.07	2.35	-0.07	2.35
2.599	-0.07	2.5	-0.07	2.5
2.7	-0.07	2.7	-0.07	2.7
2.799	-0.07	2.85	-0.07	2.85
2.9	-0.07	3	-0.07	3
3	-0.075	3.15	-0.075	3.15
3.1	-0.07	3.35	-0.07	3.35
3.2	-0.075	3.5	-0.075	3.5
3.3	-0.075	3.7	-0.075	3.7
3.4	-0.07	3.85	-0.07	3.85
3.5	-0.07	4.05	-0.07	4.05
3.6	-0.07	4.2	-0.07	4.2
3.7	-0.07	4.35	-0.07	4.35
3.8	-0.07	4.5	-0.07	4.5
3.9	-0.07	4.7	-0.07	4.7
4	-0.065	4.85	-0.065	4.85
4.1	-0.065	5.05	-0.065	5.05
4.2	-0.06	5.2	-0.06	5.2
4.3	-0.06	5.4	-0.06	5.4
4.4	-0.055	5.55	-0.055	5.55
4.5	-0.055	5.7	-0.055	5.7
4.6	-0.04	5.9	-0.04	5.9
4.7	-0.035	6.05	-0.035	6.05
4.8	-0.025	6.2	-0.025	6.2
4.9	-0.02	6.4	-0.02	6.4
5	-0.01	6.55	-0.01	6.55
5.1	-0.005	6.7	-0.005	6.7
