MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.065	0	-0.065	0
0.099	-0.065	0	-0.065	0
0.199	-0.065	0	-0.065	0
0.299	-0.065	0	-0.065	0
0.399	-0.065	0	-0.065	0
0.499	-0.065	0	-0.065	0
0.599	-0.065	0	-0.065	0
0.699	-0.065	0	-0.065	0
0.799	-0.065	0	-0.065	0
0.899	-0.06	0	-0.06	0
0.999	-0.065	0	-0.065	0
1.1	-0.065	0	-0.065	0
1.2	-0.065	0	-0.065	0
1.3	-0.06	0.05	-0.06	0.05
1.4	-0.065	0	-0.065	0
1.5	-0.065	0	-0.065	0
1.6	-0.065	0	-0.065	0
1.7	-0.065	0	-0.065	0
1.8	-0.065	0.05	-0.065	0.05
1.9	-0.065	0	-0.065	0
2	-0.065	0	-0.065	0
2.1	-0.065	0.05	-0.065	0.05
2.2	-0.075	0.25	-0.075	0.25
2.3	-0.06	0.4	-0.06	0.4
2.4	-0.07	0.55	-0.07	0.55
2.499	-0.055	0.75	-0.055	0.75
2.6	-0.065	0.9	-0.065	0.9
2.699	-0.055	1.05	-0.055	1.05
2.8	-0.065	1.25	-0.065	1.25
2.899	-0.055	1.4	-0.055	1.4
2.999	-0.065	1.6	-0.065	1.6
3.1	-0.06	1.75	-0.06	1.75
3.2	-0.065	1.9	-0.065	1.9
3.3	-0.06	2.1	-0.06	2.1
3.4	-0.065	2.25	-0.065	2.25
3.499	-0.065	2.45	-0.065	2.45
3.6	-0.065	2.6	-0.065	2.6
3.7	-0.06	2.75	-0.06	2.75
3.8	-0.065	2.95	-0.065	2.95
3.9	-0.06	3.1	-0.06	3.1
4	-0.065	3.3	-0.065	3.3
4.1	-0.065	3.45	-0.065	3.45
4.2	-0.06	3.6	-0.06	3.6
4.3	-0.065	3.8	-0.065	3.8
4.399	-0.06	3.95	-0.06	3.95
4.5	-0.07	4.1	-0.07	4.1
4.6	-0.065	4.3	-0.065	4.3
4.7	-0.065	4.45	-0.065	4.45
4.8	-0.06	4.6	-0.06	4.6
4.9	-0.065	4.8	-0.065	4.8
5	-0.055	5	-0.055	5
5.1	-0.06	5.15	-0.06	5.15
5.2	-0.055	5.3	-0.055	5.3
