MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.075	0	-0.075	0
0.1	-0.075	0	-0.075	0
0.2	-0.075	0	-0.075	0
0.3	-0.075	0	-0.075	0
0.4	-0.075	0	-0.075	0
0.5	-0.075	0	-0.075	0
0.6	-0.075	0	-0.075	0
0.7	-0.075	0	-0.075	0
0.8	-0.075	0	-0.075	0
0.9	-0.075	0	-0.075	0
1	-0.075	0	-0.075	0
1.1	-0.075	0	-0.075	0
1.2	-0.065	0.1	-0.065	0.1
1.3	-0.075	0.3	-0.075	0.3
1.4	-0.065	0.45	-0.065	0.45
1.5	-0.075	0.65	-0.075	0.65
1.6	-0.07	0.8	-0.07	0.8
1.7	-0.075	0.95	-0.075	0.95
1.8	-0.07	1.15	-0.07	1.15
1.9	-0.075	1.3	-0.075	1.3
2	-0.075	1.45	-0.075	1.45
2.1	-0.075	1.65	-0.075	1.65
2.2	-0.075	1.8	-0.075	1.8
2.3	-0.075	2	-0.075	2
2.4	-0.07	2.15	-0.07	2.15
2.5	-0.075	2.3	-0.075	2.3
2.6	-0.08	2.5	-0.08	2.5
2.7	-0.075	2.65	-0.075	2.65
2.8	-0.08	2.8	-0.08	2.8
2.9	-0.075	3	-0.075	3
3	-0.08	3.15	-0.08	3.15
3.1	-0.075	3.3	-0.075	3.3
3.2	-0.075	3.5	-0.075	3.5
3.3	-0.075	3.65	-0.075	3.65
3.4	-0.08	3.8	-0.08	3.8
3.5	-0.075	4	-0.075	4
3.6	-0.08	4.15	-0.08	4.15
3.7	-0.075	4.35	-0.075	4.35
3.8	-0.08	4.5	-0.08	4.5
3.9	-0.075	4.7	-0.075	4.7
4	-0.08	4.85	-0.08	4.85
4.1	-0.07	5	-0.07	5
4.2	-0.075	5.2	-0.075	5.2
4.3	-0.07	5.35	-0.07	5.35
4.4	-0.08	5.5	-0.08	5.5
4.5	-0.07	5.7	-0.07	5.7
4.6	-0.075	5.85	-0.075	5.85
4.7	-0.06	6.05	-0.06	6.05
4.8	-0.07	6.2	-0.07	6.2
4.9	-0.05	6.35	-0.05	6.35
5	-0.06	6.55	-0.06	6.55
5.1	-0.045	6.7	-0.045	6.7
