MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.065	0	-0.065	0
0.099	-0.065	0	-0.065	0
0.199	-0.07	0	-0.07	0
0.3	-0.07	0.05	-0.07	0.05
0.399	-0.07	0	-0.07	0
0.499	-0.065	0	-0.065	0
0.6	-0.07	0	-0.07	0
0.7	-0.065	0	-0.065	0
0.8	-0.07	0	-0.07	0
0.901	-0.065	0.05	-0.065	0.05
1.001	-0.07	0.3	-0.07	0.3
1.099	-0.065	0	-0.065	0
1.2	-0.065	0	-0.065	0
1.3	-0.065	0	-0.065	0
1.4	-0.07	0	-0.07	0
1.5	-0.065	0	-0.065	0
1.599	-0.065	0	-0.065	0
1.699	-0.065	0	-0.065	0
1.8	-0.07	0	-0.07	0
1.9	-0.065	0	-0.065	0
2	-0.065	0	-0.065	0
2.1	-0.07	0	-0.07	0
2.2	-0.07	0	-0.07	0
2.3	-0.07	0	-0.07	0
2.4	-0.065	0	-0.065	0
2.5	-0.065	0	-0.065	0
2.6	-0.065	0	-0.065	0
2.7	-0.065	0	-0.065	0
2.8	-0.065	0	-0.065	0
2.9	-0.065	0	-0.065	0
3	-0.065	0	-0.065	0
3.1	-0.065	0	-0.065	0
3.2	-0.065	0	-0.065	0
3.3	-0.07	0.05	-0.07	0.05
3.4	-0.065	0	-0.065	0
3.5	-0.065	0	-0.065	0
3.6	-0.065	0	-0.065	0
3.7	-0.07	0	-0.07	0
3.8	-0.065	0	-0.065	0
3.9	-0.07	0	-0.07	0
4	-0.065	0	-0.065	0
4.1	-0.075	0	-0.075	0
4.2	-0.065	0.2	-0.065	0.2
4.3	-0.075	0.35	-0.075	0.35
4.4	-0.06	0.55	-0.06	0.55
4.5	-0.075	0.7	-0.075	0.7
4.6	-0.06	0.85	-0.06	0.85
4.7	-0.07	1.05	-0.07	1.05
4.8	-0.06	1.2	-0.06	1.2
4.9	-0.07	1.4	-0.07	1.4
5	-0.06	1.55	-0.06	1.55
5.1	-0.07	1.75	-0.07	1.75
5.2	-0.06	1.9	-0.06	1.9
5.3	-0.065	2.05	-0.065	2.05
5.4	-0.055	2.25	-0.055	2.25
5.5	-0.065	2.4	-0.065	2.4
