MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.065	0	-0.065	0
0.099	-0.065	0	-0.065	0
0.199	-0.065	0	-0.065	0
0.299	-0.065	0	-0.065	0
0.399	-0.065	0	-0.065	0
0.499	-0.065	0	-0.065	0
0.599	-0.065	0	-0.065	0
0.699	-0.065	0	-0.065	0
0.799	-0.065	0	-0.065	0
0.899	-0.065	0	-0.065	0
0.999	-0.065	0	-0.065	0
1.099	-0.065	0	-0.065	0
1.199	-0.065	0	-0.065	0
1.299	-0.065	0	-0.065	0
1.399	-0.065	0	-0.065	0
1.499	-0.065	0	-0.065	0
1.599	-0.065	0.05	-0.065	0.05
1.699	-0.065	0.05	-0.065	0.05
1.799	-0.065	0.05	-0.065	0.05
1.899	-0.065	0.05	-0.065	0.05
1.999	-0.065	0.05	-0.065	0.05
2.099	-0.06	0.05	-0.06	0.05
2.199	-0.075	0.25	-0.075	0.25
2.299	-0.06	0.4	-0.06	0.4
2.399	-0.075	0.6	-0.075	0.6
2.499	-0.06	0.75	-0.06	0.75
2.599	-0.07	0.9	-0.07	0.9
2.699	-0.06	1.1	-0.06	1.1
2.799	-0.065	1.25	-0.065	1.25
2.899	-0.06	1.4	-0.06	1.4
2.999	-0.065	1.6	-0.065	1.6
3.099	-0.06	1.75	-0.06	1.75
3.199	-0.065	1.9	-0.065	1.9
3.3	-0.055	2.1	-0.055	2.1
3.399	-0.06	2.25	-0.06	2.25
3.499	-0.055	2.45	-0.055	2.45
3.599	-0.065	2.6	-0.065	2.6
3.699	-0.06	2.8	-0.06	2.8
3.799	-0.07	2.95	-0.07	2.95
3.899	-0.06	3.1	-0.06	3.1
3.999	-0.07	3.25	-0.07	3.25
4.099	-0.06	3.45	-0.06	3.45
4.199	-0.065	3.6	-0.065	3.6
4.299	-0.065	3.8	-0.065	3.8
4.399	-0.065	3.95	-0.065	3.95
4.5	-0.065	4.1	-0.065	4.1
4.6	-0.065	4.3	-0.065	4.3
4.7	-0.065	4.45	-0.065	4.45
4.8	-0.065	4.6	-0.065	4.6
4.9	-0.065	4.8	-0.065	4.8
5	-0.06	4.95	-0.06	4.95
5.1	-0.065	5.15	-0.065	5.15
