MIN=0	0	0	0	0
MAX=50	10	10	10	70
SCALE=50	5	5	5	10
DEC=1	2	2	2	2
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Anode" U_A / V	"Acceleration voltage" U_B / V
0	-0.065	0	-0.065	0
0.1	-0.075	0	-0.075	0
0.202	-0.07	0	-0.07	0
0.3	-0.07	0	-0.07	0
0.4	-0.06	0	-0.06	0
0.499	-0.07	0	-0.07	0
0.6	-0.06	0	-0.06	0
0.699	-0.07	0.05	-0.07	0.05
0.8	-0.06	0	-0.06	0
0.899	-0.07	0	-0.07	0
1	-0.06	0	-0.06	0
1.099	-0.07	0	-0.07	0
1.2	-0.06	0	-0.06	0
1.3	0.005	0.05	0.005	0.05
1.399	-0.07	0.15	-0.07	0.15
1.5	-0.07	0.35	-0.07	0.35
1.599	-0.07	0.5	-0.07	0.5
1.7	-0.065	0.7	-0.065	0.7
1.799	-0.075	0.85	-0.075	0.85
1.9	-0.07	1	-0.07	1
2	-0.075	1.2	-0.075	1.2
2.1	-0.07	1.4	-0.07	1.4
2.199	-0.075	1.5	-0.075	1.5
2.302	-0.07	1.7	-0.07	1.7
2.4	-0.07	1.85	-0.07	1.85
2.5	-0.07	2.05	-0.07	2.05
2.6	-0.075	2.2	-0.075	2.2
2.701	-0.07	2.4	-0.07	2.4
2.799	-0.075	2.55	-0.075	2.55
2.9	-0.07	2.7	-0.07	2.7
2.999	-0.075	2.9	-0.075	2.9
3.1	-0.07	3.05	-0.07	3.05
3.2	-0.075	3.2	-0.075	3.2
3.3	-0.065	3.35	-0.065	3.35
3.4	-0.075	3.55	-0.075	3.55
3.5	-0.065	3.75	-0.065	3.75
3.6	-0.08	3.85	-0.08	3.85
3.7	-0.065	4.1	-0.065	4.1
3.801	-0.075	4.2	-0.075	4.2
3.9	-0.065	4.4	-0.065	4.4
4	-0.075	4.55	-0.075	4.55
4.1	-0.065	4.75	-0.065	4.75
4.2	-0.075	4.9	-0.075	4.9
4.3	-0.06	5.05	-0.06	5.05
4.4	-0.065	5.25	-0.065	5.25
4.5	-0.06	5.4	-0.06	5.4
4.6	-0.065	5.6	-0.065	5.6
4.7	-0.055	5.75	-0.055	5.75
4.8	-0.055	5.9	-0.055	5.9
4.9	-0.045	6.1	-0.045	6.1
5	-0.045	6.25	-0.045	6.25
5.1	-0.03	6.45	-0.03	6.45
