Datei ID&Ordnung&$\mu / \unit{\meter}$&$\sigma$&$A$&$I / \unit{\ampere}$&$B / \unit{	esla}\\
\hline05 X&7&-0.0062454(10)&3.47(19)e-05&1745(76)&-5.23&-0.4375(17)\\
15 Y&1&-0.0024888(12)&7.00(16)e-05&2271(32)&-4.38&-0.3782(14)\\
15 Y&1&-0.00224471(70)&8.04(10)e-05&3454(33)&-4.38&-0.3782(14)\\
15 Y&1&-0.0019731(12)&8.63(18)e-05&2445(31)&-4.38&-0.3782(14)\\
15 Y&1&0.0020310(13)&8.75(18)e-05&2569(29)&-4.38&-0.3782(14)\\
15 Y&1&0.00230056(83)&8.30(12)e-05&3463(31)&-4.38&-0.3782(14)\\
15 Y&1&0.0025447(15)&6.85(19)e-05&2101(31)&-4.38&-0.3782(14)\\
15 Y&2&0.0031074(13)&7.34(19)e-05&2354(35)&-4.38&-0.3782(14)\\
15 Y&2&0.00328473(64)&5.330(87)e-05&3171(31)&-4.38&-0.3782(14)\\
15 Y&2&0.0034518(10)&5.44(15)e-05&2101(35)&-4.38&-0.3782(14)\\
16 X&7&-0.0062185(13)&3.24(21)e-05&1952(94)&-4.58&-0.3928(15)\\
16 X&7&-0.00611951(66)&3.37(11)e-05&3040(91)&-4.58&-0.3928(15)\\
16 X&7&-0.0060200(11)&3.25(19)e-05&2186(93)&-4.58&-0.3928(15)\\
16 X&6&-0.0057689(13)&3.50(19)e-05&1972(69)&-4.58&-0.3928(15)\\
16 X&6&-0.00566404(61)&3.468(92)e-05&3144(69)&-4.58&-0.3928(15)\\
16 X&6&-0.00555687(82)&3.20(14)e-05&2315(68)&-4.58&-0.3928(15)\\
16 X&5&-0.0052844(13)&3.51(18)e-05&2035(55)&-4.58&-0.3928(15)\\
16 X&5&-0.00516782(66)&3.748(99)e-05&3280(57)&-4.58&-0.3928(15)\\
16 X&5&-0.0050513(10)&3.49(14)e-05&2393(54)&-4.58&-0.3928(15)\\
16 X&4&-0.0047474(16)&4.16(23)e-05&2062(71)&-4.58&-0.3928(15)\\
16 X&4&-0.00461874(74)&3.95(10)e-05&3393(72)&-4.58&-0.3928(15)\\
16 X&4&-0.0044885(10)&3.81(17)e-05&2461(69)&-4.58&-0.3928(15)\\
16 X&3&-0.0041416(13)&4.62(17)e-05&2144(43)&-4.58&-0.3928(15)\\
16 X&3&-0.00399263(63)&4.638(87)e-05&3413(45)&-4.58&-0.3928(15)\\
16 X&3&-0.00384032(85)&4.29(12)e-05&2513(42)&-4.58&-0.3928(15)\\
16 X&2&-0.0034301(13)&5.30(18)e-05&2215(46)&-4.58&-0.3928(15)\\
16 X&2&-0.00324759(65)&5.588(87)e-05&3547(49)&-4.58&-0.3928(15)\\
16 X&2&-0.00305707(96)&5.31(15)e-05&2540(45)&-4.58&-0.3928(15)\\
16 X&1&-0.0025187(17)&7.47(23)e-05&2227(41)&-4.58&-0.3928(15)\\
16 X&1&-0.00226827(85)&7.68(11)e-05&3692(42)&-4.58&-0.3928(15)\\
16 X&1&-0.0019844(13)&8.65(20)e-05&2634(39)&-4.58&-0.3928(15)\\
16 X&1&0.0019970(12)&8.47(18)e-05&2600(35)&-4.58&-0.3928(15)\\
16 X&1&0.00227888(80)&8.10(11)e-05&3593(37)&-4.58&-0.3928(15)\\
16 X&1&0.0025338(15)&7.36(20)e-05&2281(36)&-4.58&-0.3928(15)\\
16 X&2&0.00306902(78)&5.07(11)e-05&2616(32)&-4.58&-0.3928(15)\\
16 X&2&0.00325835(59)&5.838(81)e-05&3531(34)&-4.58&-0.3928(15)\\
16 X&2&0.0034423(12)&5.40(15)e-05&2225(32)&-4.58&-0.3928(15)\\
16 X&3&0.00385525(79)&4.44(11)e-05&2518(37)&-4.58&-0.3928(15)\\
16 X&3&0.00400703(56)&4.798(82)e-05&3424(39)&-4.58&-0.3928(15)\\
16 X&3&0.0041556(11)&4.59(15)e-05&2178(37)&-4.58&-0.3928(15)\\
16 X&4&0.00450077(63)&3.822(89)e-05&2430(34)&-4.58&-0.3928(15)\\
16 X&4&0.00463127(45)&4.274(69)e-05&3241(35)&-4.58&-0.3928(15)\\
16 X&4&0.00476285(89)&4.12(12)e-05&2115(33)&-4.58&-0.3928(15)\\
16 X&5&0.00506289(70)&3.453(96)e-05&2290(37)&-4.58&-0.3928(15)\\
16 X&5&0.00518111(49)&4.115(82)e-05&3122(38)&-4.58&-0.3928(15)\\
16 X&5&0.00530089(97)&3.81(12)e-05&2072(37)&-4.58&-0.3928(15)\\
16 X&6&0.00557063(89)&3.22(11)e-05&2247(38)&-4.58&-0.3928(15)\\
16 X&6&0.00567694(61)&3.80(10)e-05&3071(37)&-4.58&-0.3928(15)\\
16 X&6&0.0057859(14)&3.69(16)e-05&1998(38)&-4.58&-0.3928(15)\\
16 Y&2&-0.0034262(14)&5.44(20)e-05&2171(48)&-4.58&-0.3928(15)\\
16 Y&2&-0.00324387(71)&5.655(98)e-05&3480(50)&-4.58&-0.3928(15)\\
16 Y&2&-0.0030519(10)&5.82(16)e-05&2603(47)&-4.58&-0.3928(15)\\
16 Y&1&-0.0025180(13)&7.29(18)e-05&2337(36)&-4.58&-0.3928(15)\\
16 Y&1&-0.00226162(76)&8.08(10)e-05&3605(38)&-4.58&-0.3928(15)\\
16 Y&1&-0.0019817(12)&8.66(19)e-05&2567(35)&-4.58&-0.3928(15)\\
16 Y&1&0.0019975(15)&8.91(23)e-05&2621(40)&-4.58&-0.3928(15)\\
16 Y&1&0.00228009(96)&8.49(14)e-05&3563(43)&-4.58&-0.3928(15)\\
16 Y&1&0.0025352(18)&7.18(24)e-05&2185(42)&-4.58&-0.3928(15)\\
16 Y&2&0.0030788(13)&7.63(19)e-05&2308(31)&-4.58&-0.3928(15)\\
16 Y&2&0.00326441(65)&5.525(86)e-05&3173(28)&-4.58&-0.3928(15)\\
16 Y&2&0.0034415(10)&5.77(15)e-05&2101(31)&-4.58&-0.3928(15)\\
17 X&7&-0.0062194(11)&3.32(15)e-05&1977(49)&-4.74&-0.4042(15)\\
17 X&7&-0.00611825(50)&3.340(73)e-05&3190(50)&-4.74&-0.4042(15)\\
17 X&7&-0.00601631(64)&2.902(97)e-05&2373(48)&-4.74&-0.4042(15)\\
17 X&6&-0.0057734(15)&3.55(24)e-05&2029(89)&-4.74&-0.4042(15)\\
17 X&6&-0.00566360(72)&3.61(11)e-05&3203(91)&-4.74&-0.4042(15)\\
17 X&6&-0.00555238(94)&3.24(16)e-05&2391(89)&-4.74&-0.4042(15)\\
17 X&5&-0.0052888(12)&3.84(18)e-05&2082(63)&-4.74&-0.4042(15)\\
17 X&5&-0.00516850(58)&3.857(84)e-05&3287(64)&-4.74&-0.4042(15)\\
17 X&5&-0.00504747(74)&3.47(12)e-05&2512(61)&-4.74&-0.4042(15)\\
17 X&4&-0.0047553(13)&4.06(20)e-05&2162(77)&-4.74&-0.4042(15)\\
17 X&4&-0.00461956(66)&4.253(92)e-05&3454(80)&-4.74&-0.4042(15)\\
17 X&4&-0.00448187(93)&3.82(16)e-05&2506(75)&-4.74&-0.4042(15)\\
17 X&3&-0.0041472(12)&4.74(17)e-05&2183(53)&-4.74&-0.4042(15)\\
17 X&3&-0.00399285(58)&4.720(78)e-05&3556(55)&-4.74&-0.4042(15)\\
17 X&3&-0.00383341(80)&4.41(13)e-05&2580(52)&-4.74&-0.4042(15)\\
17 X&2&-0.0034369(16)&5.60(25)e-05&2258(69)&-4.74&-0.4042(15)\\
17 X&2&-0.00324812(83)&5.66(11)e-05&3628(73)&-4.74&-0.4042(15)\\
17 X&2&-0.0030503(12)&5.59(20)e-05&2613(68)&-4.74&-0.4042(15)\\
17 X&1&-0.0025284(15)&7.43(21)e-05&2281(39)&-4.74&-0.4042(15)\\
17 X&1&-0.00226680(77)&7.908(99)e-05&3746(41)&-4.74&-0.4042(15)\\
17 X&1&-0.0019756(12)&8.67(19)e-05&2685(38)&-4.74&-0.4042(15)\\
17 X&1&0.0019871(13)&8.54(19)e-05&2731(35)&-4.74&-0.4042(15)\\
17 X&1&0.00227907(89)&8.14(12)e-05&3739(39)&-4.74&-0.4042(15)\\
17 X&1&0.0025421(17)&7.63(22)e-05&2345(37)&-4.74&-0.4042(15)\\
17 X&2&0.0030634(11)&5.80(16)e-05&2668(47)&-4.74&-0.4042(15)\\
17 X&2&0.00325949(75)&5.578(99)e-05&3689(50)&-4.74&-0.4042(15)\\
17 X&2&0.0034464(15)&5.91(21)e-05&2316(47)&-4.74&-0.4042(15)\\
17 X&3&0.00384878(79)&4.35(11)e-05&2587(40)&-4.74&-0.4042(15)\\
17 X&3&0.00400508(56)&4.928(79)e-05&3506(43)&-4.74&-0.4042(15)\\
17 X&3&0.0041631(11)&4.66(15)e-05&2245(40)&-4.74&-0.4042(15)\\
17 X&4&0.00449533(66)&3.82(10)e-05&2486(43)&-4.74&-0.4042(15)\\
17 X&4&0.00463301(50)&4.429(72)e-05&3335(46)&-4.74&-0.4042(15)\\
17 X&4&0.00476911(95)&4.10(13)e-05&2167(43)&-4.74&-0.4042(15)\\
17 X&5&0.00506079(82)&3.61(12)e-05&2368(50)&-4.74&-0.4042(15)\\
17 X&5&0.00518273(56)&4.121(90)e-05&3257(52)&-4.74&-0.4042(15)\\
17 X&5&0.0053038(11)&3.83(16)e-05&2095(51)&-4.74&-0.4042(15)\\
17 X&6&0.00556771(66)&3.345(94)e-05&2373(37)&-4.74&-0.4042(15)\\
17 X&6&0.00567767(46)&3.580(69)e-05&3269(38)&-4.74&-0.4042(15)\\
17 X&6&0.00578779(96)&3.68(13)e-05&2115(37)&-4.74&-0.4042(15)\\
17 Y&2&-0.0034265(15)&5.58(22)e-05&2210(56)&-4.74&-0.4042(15)\\
17 Y&2&-0.00323778(73)&5.610(97)e-05&3611(58)&-4.74&-0.4042(15)\\
17 Y&2&-0.0030407(11)&5.97(19)e-05&2632(54)&-4.74&-0.4042(15)\\
17 Y&1&-0.0025203(16)&7.34(22)e-05&2372(45)&-4.74&-0.4042(15)\\
17 Y&1&-0.00225741(89)&8.22(12)e-05&3681(48)&-4.74&-0.4042(15)\\
17 Y&1&-0.0019623(14)&8.60(22)e-05&2579(44)&-4.74&-0.4042(15)\\
17 Y&1&0.0019917(13)&8.95(21)e-05&2646(38)&-4.74&-0.4042(15)\\
17 Y&1&0.00228295(86)&8.42(12)e-05&3588(41)&-4.74&-0.4042(15)\\
17 Y&1&0.0025464(16)&7.09(22)e-05&2180(40)&-4.74&-0.4042(15)\\
17 Y&2&0.0030757(15)&7.94(29)e-05&2361(63)&-4.74&-0.4042(15)\\
17 Y&2&0.00326847(78)&5.64(10)e-05&3244(55)&-4.74&-0.4042(15)\\
17 Y&2&0.0034504(13)&6.14(24)e-05&2140(63)&-4.74&-0.4042(15)\\
18 X&7&-0.0062390(11)&3.60(20)e-05&1733(61)&-5.09&-0.4282(17)\\
18 X&7&-0.00613328(51)&3.319(73)e-05&2800(61)&-5.09&-0.4282(17)\\
18 X&7&-0.00602635(72)&3.26(13)e-05&2018(61)&-5.09&-0.4282(17)\\
18 X&6&-0.0057945(14)&3.92(31)e-05&1.80(14)e+03&-5.09&-0.4282(17)\\
18 X&6&-0.00567730(71)&3.70(10)e-05&2.79(13)e+03&-5.09&-0.4282(17)\\
18 X&6&-0.00556035(97)&3.55(23)e-05&2.05(14)e+03&-5.09&-0.4282(17)\\
18 X&5&-0.0053094(15)&4.14(30)e-05&1.80(11)e+03&-5.09&-0.4282(17)\\
18 X&5&-0.00518364(70)&3.735(91)e-05&2.90(11)e+03&-5.09&-0.4282(17)\\
18 X&5&-0.00505497(97)&3.80(22)e-05&2.14(11)e+03&-5.09&-0.4282(17)\\
18 X&4&-0.0047742(10)&4.30(17)e-05&1864(59)&-5.09&-0.4282(17)\\
18 X&4&-0.00463217(49)&4.212(65)e-05&2969(61)&-5.09&-0.4282(17)\\
18 X&4&-0.00449074(67)&3.83(12)e-05&2218(57)&-5.09&-0.4282(17)\\
18 X&3&-0.0041695(14)&5.02(27)e-05&1889(88)&-5.09&-0.4282(17)\\
18 X&3&-0.00400570(67)&4.628(87)e-05&3107(90)&-5.09&-0.4282(17)\\
18 X&3&-0.0038410(10)&4.57(21)e-05&2202(86)&-5.09&-0.4282(17)\\
18 X&2&-0.0034600(14)&5.67(22)e-05&1950(54)&-5.09&-0.4282(17)\\
18 X&2&-0.00326097(69)&5.864(88)e-05&3125(57)&-5.09&-0.4282(17)\\
18 X&2&-0.00305198(95)&5.51(17)e-05&2316(53)&-5.09&-0.4282(17)\\
18 X&1&-0.0025549(18)&7.60(28)e-05&2001(52)&-5.09&-0.4282(17)\\
18 X&1&-0.00227941(92)&7.95(12)e-05&3270(54)&-5.09&-0.4282(17)\\
18 X&1&-0.0019720(14)&8.67(25)e-05&2364(50)&-5.09&-0.4282(17)\\
18 X&1&0.0019556(14)&8.42(22)e-05&2411(42)&-5.09&-0.4282(17)\\
18 X&1&0.00226440(96)&8.20(12)e-05&3264(46)&-5.09&-0.4282(17)\\
18 X&1&0.0025403(19)&7.78(27)e-05&2019(43)&-5.09&-0.4282(17)\\
18 X&2&0.0030374(11)&5.73(21)e-05&2343(70)&-5.09&-0.4282(17)\\
18 X&2&0.00324575(80)&5.92(10)e-05&3212(74)&-5.09&-0.4282(17)\\
18 X&2&0.0034450(16)&5.84(27)e-05&2009(71)&-5.09&-0.4282(17)\\
18 X&3&0.00382209(71)&4.50(12)e-05&2276(44)&-5.09&-0.4282(17)\\
18 X&3&0.00399011(54)&4.993(71)e-05&3057(47)&-5.09&-0.4282(17)\\
18 X&3&0.0041543(10)&4.90(16)e-05&1954(45)&-5.09&-0.4282(17)\\
18 X&4&0.00447290(59)&4.22(11)e-05&2157(47)&-5.09&-0.4282(17)\\
18 X&4&0.00461644(43)&4.405(59)e-05&2936(49)&-5.09&-0.4282(17)\\
18 X&4&0.00476029(84)&4.67(15)e-05&1876(48)&-5.09&-0.4282(17)\\
18 X&5&0.00503851(88)&3.62(16)e-05&2105(71)&-5.09&-0.4282(17)\\
18 X&5&0.00516758(67)&4.109(95)e-05&2800(74)&-5.09&-0.4282(17)\\
18 X&5&0.0052954(13)&4.01(21)e-05&1859(72)&-5.09&-0.4282(17)\\
18 X&6&0.00554547(90)&3.37(18)e-05&1993(84)&-5.09&-0.4282(17)\\
18 X&6&0.00566182(67)&3.846(97)e-05&2751(85)&-5.09&-0.4282(17)\\
18 X&6&0.0057807(13)&3.99(24)e-05&1830(86)&-5.09&-0.4282(17)\\
18 Y&2&-0.0034689(14)&5.55(23)e-05&2020(65)&-5.09&-0.4282(17)\\
18 Y&2&-0.00326674(74)&6.037(99)e-05&3126(69)&-5.09&-0.4282(17)\\
18 Y&2&-0.0030563(11)&5.86(21)e-05&2288(64)&-5.09&-0.4282(17)\\
18 Y&1&-0.0025587(18)&7.85(29)e-05&2074(56)&-5.09&-0.4282(17)\\
18 Y&1&-0.00228366(91)&8.12(12)e-05&3401(59)&-5.09&-0.4282(17)\\
18 Y&1&-0.0019749(15)&9.25(28)e-05&2390(55)&-5.09&-0.4282(17)\\
18 Y&1&0.0019441(15)&9.21(27)e-05&2280(50)&-5.09&-0.4282(17)\\
18 Y&1&0.00225396(93)&8.57(12)e-05&3179(54)&-5.09&-0.4282(17)\\
18 Y&1&0.0025304(17)&7.82(27)e-05&2025(51)&-5.09&-0.4282(17)\\
18 Y&2&0.0030303(13)&7.73(26)e-05&2107(52)&-5.09&-0.4282(17)\\
18 Y&2&0.00323731(77)&5.912(94)e-05&2871(50)&-5.09&-0.4282(17)\\
18 Y&2&0.0034319(12)&5.87(22)e-05&1853(53)&-5.09&-0.4282(17)\\
19 X&7&-0.00623643(88)&3.76(18)e-05&1851(69)&-5.54&-0.4573(18)\\
19 X&7&-0.00612255(41)&3.308(54)e-05&2934(69)&-5.54&-0.4573(18)\\
19 X&7&-0.00600869(62)&3.42(13)e-05&2126(68)&-5.54&-0.4573(18)\\
19 X&6&-0.0057888(15)&4.26(34)e-05&1.85(13)e+03&-5.54&-0.4573(18)\\
19 X&6&-0.00566615(74)&3.510(82)e-05&3.01(13)e+03&-5.54&-0.4573(18)\\
19 X&6&-0.00554219(85)&3.37(21)e-05&2.22(13)e+03&-5.54&-0.4573(18)\\
19 X&5&-0.0053076(15)&4.19(30)e-05&1.92(12)e+03&-5.54&-0.4573(18)\\
19 X&5&-0.00517178(72)&3.842(93)e-05&3.10(12)e+03&-5.54&-0.4573(18)\\
19 X&5&-0.00503606(97)&3.61(21)e-05&2.33(12)e+03&-5.54&-0.4573(18)\\
19 X&4&-0.0047741(16)&4.80(34)e-05&1.94(14)e+03&-5.54&-0.4573(18)\\
19 X&4&-0.00462130(76)&4.263(99)e-05&3.18(14)e+03&-5.54&-0.4573(18)\\
19 X&4&-0.0044680(11)&4.19(25)e-05&2.32(14)e+03&-5.54&-0.4573(18)\\
19 X&3&-0.0041711(17)&5.36(36)e-05&2.02(14)e+03&-5.54&-0.4573(18)\\
19 X&3&-0.00399679(83)&4.89(11)e-05&3.24(14)e+03&-5.54&-0.4573(18)\\
19 X&3&-0.0038170(11)&4.83(27)e-05&2.38(14)e+03&-5.54&-0.4573(18)\\
19 X&2&-0.0034622(18)&5.93(32)e-05&2057(95)&-5.54&-0.4573(18)\\
19 X&2&-0.00325064(84)&5.82(12)e-05&3326(98)&-5.54&-0.4573(18)\\
19 X&2&-0.0030262(12)&5.63(26)e-05&2438(92)&-5.54&-0.4573(18)\\
19 X&1&-0.0025643(20)&7.70(31)e-05&2106(62)&-5.54&-0.4573(18)\\
19 X&1&-0.00226968(98)&8.20(13)e-05&3469(65)&-5.54&-0.4573(18)\\
19 X&1&-0.0019353(15)&8.82(28)e-05&2526(60)&-5.54&-0.4573(18)\\
19 X&1&0.0019386(14)&8.83(25)e-05&2527(50)&-5.54&-0.4573(18)\\
19 X&1&0.00227399(99)&8.50(12)e-05&3392(54)&-5.54&-0.4573(18)\\
19 X&1&0.0025689(19)&7.91(28)e-05&2154(52)&-5.54&-0.4573(18)\\
19 X&2&0.0030302(14)&5.77(27)e-05&2456(93)&-5.54&-0.4573(18)\\
19 X&2&0.00325327(95)&6.06(12)e-05&3386(99)&-5.54&-0.4573(18)\\
19 X&2&0.0034665(20)&6.10(34)e-05&2097(94)&-5.54&-0.4573(18)\\
19 X&3&0.00382015(90)&4.57(16)e-05&2399(62)&-5.54&-0.4573(18)\\
19 X&3&0.00400112(66)&5.197(87)e-05&3193(67)&-5.54&-0.4573(18)\\
19 X&3&0.0041758(13)&4.85(21)e-05&2071(63)&-5.54&-0.4573(18)\\
19 X&4&0.00447290(84)&4.32(19)e-05&2288(86)&-5.54&-0.4573(18)\\
19 X&4&0.00462701(58)&4.356(75)e-05&3148(89)&-5.54&-0.4573(18)\\
19 X&4&0.0047780(12)&4.74(24)e-05&2008(87)&-5.54&-0.4573(18)\\
19 X&5&0.00504043(56)&3.79(11)e-05&2254(54)&-5.54&-0.4573(18)\\
19 X&5&0.00517733(42)&4.129(56)e-05&2973(57)&-5.54&-0.4573(18)\\
19 X&5&0.00531332(80)&4.18(14)e-05&1963(55)&-5.54&-0.4573(18)\\
19 X&6&0.00554860(80)&3.59(16)e-05&2188(81)&-5.54&-0.4573(18)\\
19 X&6&0.00567290(59)&3.821(79)e-05&2970(82)&-5.54&-0.4573(18)\\
19 X&6&0.0057988(12)&4.16(24)e-05&1887(81)&-5.54&-0.4573(18)\\
19 Y&2&-0.0034753(16)&6.14(31)e-05&2089(97)&-5.54&-0.4573(18)\\
19 Y&2&-0.00326158(78)&6.05(10)e-05&3.35(10)e+03&-5.54&-0.4573(18)\\
19 Y&2&-0.0030363(12)&6.29(27)e-05&2387(96)&-5.54&-0.4573(18)\\
19 Y&1&-0.0025752(19)&7.66(29)e-05&2052(59)&-5.54&-0.4573(18)\\
19 Y&1&-0.0022779(10)&8.41(13)e-05&3213(61)&-5.54&-0.4573(18)\\
19 Y&1&-0.0019403(15)&9.09(28)e-05&2429(56)&-5.54&-0.4573(18)\\
19 Y&1&0.0019218(15)&9.08(28)e-05&2381(56)&-5.54&-0.4573(18)\\
19 Y&1&0.0022584(10)&8.89(13)e-05&3123(60)&-5.54&-0.4573(18)\\
19 Y&1&0.0025555(20)&7.76(31)e-05&1963(58)&-5.54&-0.4573(18)\\
19 Y&2&0.0030179(16)&8.18(43)e-05&2.17(11)e+03&-5.54&-0.4573(18)\\
19 Y&2&0.0032412(10)&6.39(11)e-05&3.01(11)e+03&-5.54&-0.4573(18)\\
19 Y&2&0.0034537(15)&6.35(36)e-05&1.90(11)e+03&-5.54&-0.4573(18)\\
20 X&7&-0.0062527(14)&4.38(48)e-05&1.80(27)e+03&-5.75&-0.4702(19)\\
20 X&7&-0.00613252(80)&3.560(92)e-05&2.84(25)e+03&-5.75&-0.4702(19)\\
20 X&7&-0.00601306(98)&3.69(34)e-05&2.09(26)e+03&-5.75&-0.4702(19)\\
20 X&6&-0.0058051(12)&3.93(23)e-05&1.87(10)e+03&-5.75&-0.4702(19)\\
20 X&6&-0.00567798(56)&3.608(72)e-05&2.98(10)e+03&-5.75&-0.4702(19)\\
20 X&6&-0.00554937(79)&3.46(18)e-05&2176(98)&-5.75&-0.4702(19)\\
20 X&5&-0.0053216(16)&4.43(30)e-05&1.89(12)e+03&-5.75&-0.4702(19)\\
20 X&5&-0.00518187(74)&3.868(95)e-05&3.06(12)e+03&-5.75&-0.4702(19)\\
20 X&5&-0.0050420(10)&3.78(22)e-05&2.23(11)e+03&-5.75&-0.4702(19)\\
20 X&4&-0.0047876(16)&4.72(31)e-05&1.94(11)e+03&-5.75&-0.4702(19)\\
20 X&4&-0.00463275(74)&4.224(95)e-05&3.17(12)e+03&-5.75&-0.4702(19)\\
20 X&4&-0.0044745(11)&4.17(23)e-05&2.30(11)e+03&-5.75&-0.4702(19)\\
20 X&3&-0.0041867(19)&5.15(37)e-05&1.99(12)e+03&-5.75&-0.4702(19)\\
20 X&3&-0.00400689(89)&4.89(12)e-05&3.24(13)e+03&-5.75&-0.4702(19)\\
20 X&3&-0.0038215(13)&4.61(27)e-05&2.36(12)e+03&-5.75&-0.4702(19)\\
20 X&2&-0.0034792(23)&6.54(49)e-05&2.01(15)e+03&-5.75&-0.4702(19)\\
20 X&2&-0.0032613(11)&5.89(15)e-05&3.31(15)e+03&-5.75&-0.4702(19)\\
20 X&2&-0.0030319(16)&6.13(39)e-05&2.37(15)e+03&-5.75&-0.4702(19)\\
20 X&1&-0.0025817(27)&8.04(40)e-05&2059(71)&-5.75&-0.4702(19)\\
20 X&1&-0.0022802(12)&8.00(15)e-05&3477(73)&-5.75&-0.4702(19)\\
20 X&1&-0.0019362(19)&8.68(35)e-05&2472(68)&-5.75&-0.4702(19)\\
20 X&1&0.0019221(15)&9.01(29)e-05&2469(59)&-5.75&-0.4702(19)\\
20 X&1&0.00226550(96)&8.40(12)e-05&3420(63)&-5.75&-0.4702(19)\\
20 X&1&0.0025683(20)&8.03(31)e-05&2125(60)&-5.75&-0.4702(19)\\
20 X&2&0.0030166(13)&6.07(26)e-05&2413(85)&-5.75&-0.4702(19)\\
20 X&2&0.00324481(90)&5.95(11)e-05&3313(90)&-5.75&-0.4702(19)\\
20 X&2&0.0034629(18)&6.33(32)e-05&2117(86)&-5.75&-0.4702(19)\\
20 X&3&0.00380856(83)&4.89(16)e-05&2334(62)&-5.75&-0.4702(19)\\
20 X&3&0.00399187(59)&5.033(73)e-05&3200(66)&-5.75&-0.4702(19)\\
20 X&3&0.0041714(12)&5.40(21)e-05&2054(62)&-5.75&-0.4702(19)\\
20 X&4&0.00445949(94)&4.37(20)e-05&2258(97)&-5.75&-0.4702(19)\\
20 X&4&0.00461694(67)&4.496(85)e-05&3.05(10)e+03&-5.75&-0.4702(19)\\
20 X&4&0.0047761(13)&4.96(28)e-05&1968(97)&-5.75&-0.4702(19)\\
20 X&5&0.00502673(76)&3.98(17)e-05&2212(91)&-5.75&-0.4702(19)\\
20 X&5&0.00516691(58)&4.034(72)e-05&2975(93)&-5.75&-0.4702(19)\\
20 X&5&0.0053064(11)&4.58(25)e-05&1912(92)&-5.75&-0.4702(19)\\
20 X&6&0.00553410(71)&3.20(11)e-05&2168(52)&-5.75&-0.4702(19)\\
20 X&6&0.00566317(53)&4.079(72)e-05&2895(56)&-5.75&-0.4702(19)\\
20 X&6&0.0057934(10)&3.65(16)e-05&1895(52)&-5.75&-0.4702(19)\\
20 Y&2&-0.0034812(17)&6.25(32)e-05&2133(96)&-5.75&-0.4702(19)\\
20 Y&2&-0.00326193(85)&6.03(11)e-05&3.32(10)e+03&-5.75&-0.4702(19)\\
20 Y&2&-0.0030300(13)&6.16(28)e-05&2373(95)&-5.75&-0.4702(19)\\
20 Y&1&-0.0025827(21)&8.05(39)e-05&2113(90)&-5.75&-0.4702(19)\\
20 Y&1&-0.0022778(11)&8.56(15)e-05&3414(93)&-5.75&-0.4702(19)\\
20 Y&1&-0.0019355(17)&9.48(37)e-05&2560(88)&-5.75&-0.4702(19)\\
20 Y&1&0.0019147(17)&8.74(28)e-05&2410(53)&-5.75&-0.4702(19)\\
20 Y&1&0.0022602(11)&8.89(14)e-05&3227(57)&-5.75&-0.4702(19)\\
20 Y&1&0.0025676(21)&7.67(31)e-05&2065(54)&-5.75&-0.4702(19)\\
21 X&7&-0.0062388(11)&3.58(23)e-05&1.93(12)e+03&-5.96&-0.4825(20)\\
21 X&7&-0.00611836(54)&3.524(76)e-05&2.97(12)e+03&-5.96&-0.4825(20)\\
21 X&7&-0.00599625(78)&3.25(18)e-05&2.22(12)e+03&-5.96&-0.4825(20)\\
21 X&6&-0.0057965(14)&3.90(31)e-05&1.93(16)e+03&-5.96&-0.4825(20)\\
21 X&6&-0.00566394(70)&3.84(10)e-05&3.01(17)e+03&-5.96&-0.4825(20)\\
21 X&6&-0.0055309(10)&3.52(25)e-05&2.24(16)e+03&-5.96&-0.4825(20)\\
21 X&5&-0.0053112(16)&4.25(29)e-05&1.98(12)e+03&-5.96&-0.4825(20)\\
21 X&5&-0.00516772(78)&4.04(10)e-05&3.11(12)e+03&-5.96&-0.4825(20)\\
21 X&5&-0.00502262(97)&3.57(20)e-05&2.40(12)e+03&-5.96&-0.4825(20)\\
21 X&4&-0.0047795(18)&4.59(34)e-05&1.97(13)e+03&-5.96&-0.4825(20)\\
21 X&4&-0.00461878(79)&4.34(11)e-05&3.24(13)e+03&-5.96&-0.4825(20)\\
21 X&4&-0.0044560(11)&3.95(25)e-05&2.38(12)e+03&-5.96&-0.4825(20)\\
21 X&3&-0.0041755(20)&5.52(46)e-05&2.06(18)e+03&-5.96&-0.4825(20)\\
21 X&3&-0.00399269(96)&4.93(14)e-05&3.33(18)e+03&-5.96&-0.4825(20)\\
21 X&3&-0.0038035(14)&5.00(36)e-05&2.44(18)e+03&-5.96&-0.4825(20)\\
21 X&2&-0.0034696(21)&5.90(44)e-05&2.10(14)e+03&-5.96&-0.4825(20)\\
21 X&2&-0.00324733(96)&5.86(15)e-05&3.47(14)e+03&-5.96&-0.4825(20)\\
21 X&2&-0.0030126(15)&5.72(35)e-05&2.50(13)e+03&-5.96&-0.4825(20)\\
21 X&1&-0.0025753(28)&8.01(42)e-05&2120(79)&-5.96&-0.4825(20)\\
21 X&1&-0.0022667(12)&8.12(17)e-05&3523(80)&-5.96&-0.4825(20)\\
21 X&1&-0.0019121(19)&8.48(36)e-05&2575(75)&-5.96&-0.4825(20)\\
21 X&1&0.0019249(16)&9.21(35)e-05&2588(80)&-5.96&-0.4825(20)\\
21 X&1&0.0022785(10)&8.42(14)e-05&3525(85)&-5.96&-0.4825(20)\\
21 X&1&0.0025894(22)&8.48(38)e-05&2185(82)&-5.96&-0.4825(20)\\
